date,operator,carbon,temp,strain,atc_ngml,iptg_um,mean_fitc,fold_change
20180314,O2,glucose,37,dilution,4.0,5.0,4687.45337697209,0.036801314779502
20180314,O2,glucose,37,delta,0.0,100.0,19387.08519472023,1.0
20180314,O2,glucose,37,dilution,10.0,0.0,4215.402535268039,0.0064743847035582764
20180314,O2,glucose,37,dilution,1.0,50.0,15902.391149058643,0.7458282895639208
20180314,O2,glucose,37,dilution,4.0,25.0,8004.885900363608,0.24668233769713446
20180314,O2,glucose,37,dilution,1.0,5.0,15687.134342306192,0.6205374968174548
20180314,O2,glucose,37,dilution,1.0,250.0,16442.18351896916,0.7583570061703174
20180314,O2,glucose,37,dilution,3.0,5000.0,15245.968962678016,0.689348767313742
20180314,O2,glucose,37,dilution,10.0,0.1,4259.443145901999,0.015866366904711857
20180314,O2,glucose,37,dilution,3.0,1000.0,15712.946852985167,0.7200420813420216
20180314,O2,glucose,37,auto,0.0,500.0,2545.6217605509532,-0.0
20180314,O2,glucose,37,dilution,3.0,50.0,12121.190318730758,0.5090505775242221
20180314,O2,glucose,37,dilution,2.0,250.0,15793.348692491332,0.7190879049248554
20180314,O2,glucose,37,auto,0.0,50.0,3991.9519295585596,0.0
20180314,O2,glucose,37,dilution,1.0,500.0,2398.415323352265,0.9166923384301127
20180314,O2,glucose,37,dilution,10.0,100.0,11946.164854436245,0.5165235820818372
20180314,O2,glucose,37,auto,0.0,250.0,3912.015501344263,0.0
20180314,O2,glucose,37,dilution,4.0,0.0,4361.8673994591645,0.014106033912359496
20180314,O2,glucose,37,dilution,7.0,1000.0,15267.077408265957,0.6930070773528688
20180314,O2,glucose,37,auto,0.0,5000.0,3696.580647985822,0.0
20180314,O2,glucose,37,dilution,7.0,5000.0,14310.212175613986,0.6334962173698232
20180314,O2,glucose,37,dilution,4.0,75.0,11749.443476446559,0.4683590097399384
20180314,O2,glucose,37,dilution,1.0,0.0,12163.65231421877,0.4206232283315391
20180314,O2,glucose,37,delta,0.0,0.1,22712.223029472258,1.0
20180314,O2,glucose,37,dilution,2.0,10.0,10899.409687596712,0.3351871478575511
20180314,O2,glucose,37,dilution,10.0,5.0,4481.631001757883,0.02587863730693085
20180314,O2,glucose,37,delta,0.0,50.0,19961.36390569051,1.0
20180314,O2,glucose,37,auto,0.0,1000.0,3837.795545027384,0.0
20180314,O2,glucose,37,dilution,4.0,1000.0,15338.081897111737,0.6973123883848958
20180314,O2,glucose,37,dilution,2.0,75.0,15023.002790763901,0.6649167810112797
20180314,O2,glucose,37,dilution,4.0,10.0,4776.06211849052,0.04106861391626069
20180314,O2,glucose,37,dilution,4.0,250.0,15129.42484284678,0.6789055783803665
20180314,O2,glucose,37,dilution,4.0,5000.0,14807.36785123217,0.6631699665600251
20180314,O2,glucose,37,delta,0.0,5000.0,20450.637320485454,1.0
20180314,O2,glucose,37,dilution,10.0,50.0,8459.72574620272,0.2797707156232015
20180314,O2,glucose,37,delta,0.0,1000.0,20330.097336368188,1.0
20180314,O2,glucose,37,dilution,3.0,250.0,15803.83551310611,0.7197225934521347
20180314,O2,glucose,37,dilution,2.0,25.0,12645.016962945141,0.5342257844350999
20180314,O2,glucose,37,dilution,7.0,50.0,9020.050296589228,0.31485807834037455
20180314,O2,glucose,37,dilution,4.0,500.0,2470.8196364462333,0.465812062094431
20180314,O2,glucose,37,dilution,7.0,250.0,14435.634322252732,0.6369156464523206
20180314,O2,glucose,37,dilution,1.0,10.0,16510.152556534413,0.6046840934922058
20180314,O2,glucose,37,auto,0.0,5.0,3993.9847619787547,0.0
20180314,O2,glucose,37,dilution,7.0,100.0,12748.489047401148,0.5686548788951757
20180314,O2,glucose,37,dilution,7.0,75.0,10190.262262363962,0.37473944918765634
20180314,O2,glucose,37,dilution,4.0,0.1,4405.605010972752,0.023661550513883748
20180314,O2,glucose,37,dilution,3.0,0.0,4773.964705997265,0.03557863828583332
20180314,O2,glucose,37,dilution,10.0,25.0,6511.0689101595135,0.1541122614717344
20180314,O2,glucose,37,dilution,3.0,0.1,4763.55084894729,0.042751711465235376
20180314,O2,glucose,37,dilution,3.0,5.0,5408.289245183947,0.0750549676728995
20180314,O2,glucose,37,dilution,3.0,100.0,13890.418633999843,0.6428521556829063
20180314,O2,glucose,37,dilution,2.0,1000.0,16314.888787936601,0.7565404393375974
20180314,O2,glucose,37,dilution,3.0,10.0,6562.086209741338,0.12685547827013127
20180314,O2,glucose,37,auto,0.0,10.0,3921.04154627152,0.0
20180314,O2,glucose,37,dilution,10.0,75.0,9521.88786026846,0.33460754069401005
20180314,O2,glucose,37,dilution,2.0,5000.0,15747.022193976967,0.7192551500539525
20180314,O2,glucose,37,dilution,2.0,50.0,13526.463477612346,0.5970483798842542
20180314,O2,glucose,37,dilution,4.0,100.0,12547.400518159104,0.5555890809352065
20180314,O2,glucose,37,delta,0.0,10.0,24740.360502650125,1.0
20180314,O2,glucose,37,dilution,7.0,25.0,6765.300491528978,0.169866692583848
20180314,O2,glucose,37,auto,0.0,0.0,4091.1476264818534,0.0
20180314,O2,glucose,37,dilution,7.0,0.1,4283.642618823875,0.01715698627782871
20180314,O2,glucose,37,dilution,2.0,0.0,5732.546468448047,0.08552617887435662
20180314,O2,glucose,37,dilution,10.0,1000.0,14620.210191905031,0.653784704118069
20180314,O2,glucose,37,delta,0.0,500.0,2385.037417225048,1.0
20180314,O2,glucose,37,dilution,1.0,25.0,15312.910308591781,0.6995519870337228
