area_pix,mean_yfp,mean_mCherry,fold_change,atc_ngml,date,carbon,temp,operator,run_number
344.0,198.6424418604651,510.5843023255814,0.021258576606883357,4.0,20181011,glucose,37,O2,1
695.0,183.8705035971223,346.50071942446044,0.006544940057619918,4.0,20181011,glucose,37,O2,1
725.0,211.31034482758622,371.6413793103448,0.03387648204195365,4.0,20181011,glucose,37,O2,1
788.0,189.61167512690355,409.3680203045685,0.012263452398400855,4.0,20181011,glucose,37,O2,1
668.0,189.51047904191617,453.7185628742515,0.012162655712944379,4.0,20181011,glucose,37,O2,1
757.0,182.7437252311757,401.57859973579923,0.005422608847418949,4.0,20181011,glucose,37,O2,1
672.0,187.00892857142858,395.48511904761904,0.009670978332750392,4.0,20181011,glucose,37,O2,1
633.0,185.73775671406003,462.81042654028437,0.00840482352167954,4.0,20181011,glucose,37,O2,1
413.0,183.9951573849879,446.13317191283295,0.00666910186336579,4.0,20181011,glucose,37,O2,1
791.0,186.91403286978507,317.33122629582806,0.009576457164358102,4.0,20181011,glucose,37,O2,1
239.0,172.05439330543933,350.255230125523,-0.005224534547433803,4.0,20181011,glucose,37,O2,1
689.0,183.97242380261247,464.2467343976778,0.0066464580056288,4.0,20181011,glucose,37,O2,1
553.0,215.3128390596745,393.32368896925857,0.03786317927637219,4.0,20181011,glucose,37,O2,1
366.0,197.724043715847,382.1666666666667,0.020343803185377665,4.0,20181011,glucose,37,O2,1
797.0,183.3651191969887,475.40025094102884,0.006041550302757059,4.0,20181011,glucose,37,O2,1
532.0,278.82142857142856,456.7218045112782,0.10112111382590735,4.0,20181011,glucose,37,O2,1
420.0,181.92857142857142,495.6642857142857,0.004610672284359205,4.0,20181011,glucose,37,O2,1
534.0,191.0692883895131,441.42322097378275,0.013715312769943581,4.0,20181011,glucose,37,O2,1
398.0,185.09045226130652,469.3467336683417,0.007760073842609352,4.0,20181011,glucose,37,O2,1
502.0,190.19322709163347,433.98605577689244,0.012842709100602227,4.0,20181011,glucose,37,O2,1
675.0,188.49481481481482,368.68888888888887,0.011151000097598196,4.0,20181011,glucose,37,O2,1
529.0,204.94896030245746,312.39319470699434,0.0275402045552596,4.0,20181011,glucose,37,O2,1
496.0,193.6209677419355,320.66129032258067,0.01625692118398435,4.0,20181011,glucose,37,O2,1
442.0,187.0837104072398,399.39366515837105,0.009745465020482055,4.0,20181011,glucose,37,O2,1
760.0,186.08947368421053,385.7671052631579,0.00875515233938417,4.0,20181011,glucose,37,O2,1
929.0,201.14101184068892,419.94725511302477,0.023747285260177862,4.0,20181011,glucose,37,O2,1
693.0,192.4992784992785,460.998556998557,0.01513965901138041,4.0,20181011,glucose,37,O2,1
433.0,187.9122401847575,455.0,0.010570724766313058,4.0,20181011,glucose,37,O2,1
466.0,183.31330472103005,431.9527896995708,0.005989940327569307,4.0,20181011,glucose,37,O2,1
414.0,185.96135265700482,478.21014492753625,0.008627536978758064,4.0,20181011,glucose,37,O2,1
438.0,185.5159817351598,427.2328767123288,0.008183923841685894,4.0,20181011,glucose,37,O2,1
292.0,183.5,423.8527397260274,0.006175898759784252,4.0,20181011,glucose,37,O2,1
394.0,181.18527918781726,396.0304568527919,0.0038703136607733096,4.0,20181011,glucose,37,O2,1
752.0,182.04787234042553,418.4561170212766,0.004729502340762371,4.0,20181011,glucose,37,O2,1
727.0,206.31224209078405,373.5130674002751,0.028898105758884598,4.0,20181011,glucose,37,O2,1
400.0,196.0875,363.91,0.01871371856122865,4.0,20181011,glucose,37,O2,1
258.0,191.7751937984496,328.92248062015506,0.014418432119624677,4.0,20181011,glucose,37,O2,1
653.0,187.44563552833077,442.73353751914243,0.010105961699715773,4.0,20181011,glucose,37,O2,1
417.0,183.0335731414868,428.85131894484414,0.005711312789369781,4.0,20181011,glucose,37,O2,1
547.0,190.0036563071298,410.05118829981717,0.012653886511865345,4.0,20181011,glucose,37,O2,1
834.0,202.63669064748203,410.4292565947242,0.025237060939257216,4.0,20181011,glucose,37,O2,1
660.0,200.21515151515152,410.70454545454544,0.02282507910940173,4.0,20181011,glucose,37,O2,1
479.0,175.67640918580375,397.29853862212946,-0.001616813997207068,4.0,20181011,glucose,37,O2,1
913.0,176.58707557502737,427.35377875136913,-0.0007097418154936389,4.0,20181011,glucose,37,O2,1
300.0,230.35,358.31666666666666,0.05284099172484243,4.0,20181011,glucose,37,O2,1
682.0,269.5879765395894,377.90909090909093,0.09192410427512446,4.0,20181011,glucose,37,O2,1
449.0,185.56570155902006,379.36080178173717,0.008233447431923772,4.0,20181011,glucose,37,O2,1
666.0,186.76276276276278,427.76576576576576,0.009425784088434306,4.0,20181011,glucose,37,O2,1
645.0,196.08682170542636,444.09147286821707,0.018713042943740137,4.0,20181011,glucose,37,O2,1
471.0,216.380042462845,455.8619957537155,0.03892617065356703,4.0,20181011,glucose,37,O2,1
474.0,218.12025316455697,436.2552742616034,0.04065951311192728,4.0,20181011,glucose,37,O2,1
399.0,194.38095238095238,408.9323308270677,0.017013906324469717,4.0,20181011,glucose,37,O2,1
384.0,213.79427083333334,473.5651041666667,0.03635060451743956,4.0,20181011,glucose,37,O2,1
643.0,228.07931570762054,419.7293934681182,0.05057926934281074,4.0,20181011,glucose,37,O2,1
633.0,181.69036334913113,412.24960505529225,0.004373404361795516,4.0,20181011,glucose,37,O2,1
807.0,186.4374225526642,459.5985130111524,0.009101727927291903,4.0,20181011,glucose,37,O2,1
582.0,179.03436426116838,415.96907216494844,0.00172788794013294,4.0,20181011,glucose,37,O2,1
829.0,198.30639324487333,405.6851628468034,0.02092385430405797,4.0,20181011,glucose,37,O2,1
733.0,186.53069577080493,411.5006821282401,0.009194633015780421,4.0,20181011,glucose,37,O2,1
596.0,180.9261744966443,468.76677852348996,0.003612231600981027,4.0,20181011,glucose,37,O2,1
390.0,183.5871794871795,441.1025641025641,0.0062627341679780055,4.0,20181011,glucose,37,O2,1
844.0,201.75355450236967,396.6303317535545,0.02435741034560788,4.0,20181011,glucose,37,O2,1
732.0,215.27322404371586,378.1639344262295,0.03782372061249764,4.0,20181011,glucose,37,O2,1
508.0,184.14173228346456,379.08858267716533,0.006815098261738423,4.0,20181011,glucose,37,O2,1
838.0,172.52744630071598,403.6014319809069,-0.004753348592215363,4.0,20181011,glucose,37,O2,1
446.0,215.68834080717488,474.3206278026906,0.038237198997944165,4.0,20181011,glucose,37,O2,1
506.0,208.22134387351778,448.2667984189723,0.030799672720912937,4.0,20181011,glucose,37,O2,1
561.0,180.76827094474154,417.80926916221034,0.0034549512609798466,4.0,20181011,glucose,37,O2,1
517.0,188.8433268858801,467.93230174081236,0.011498136665276017,4.0,20181011,glucose,37,O2,1
864.0,183.25347222222223,417.68981481481484,0.005930343974971682,4.0,20181011,glucose,37,O2,1
388.0,181.13144329896906,419.71907216494844,0.003816690250784885,4.0,20181011,glucose,37,O2,1
342.0,181.19590643274853,420.4795321637427,0.0038808989622179245,4.0,20181011,glucose,37,O2,1
407.0,180.03931203931205,387.1081081081081,0.002728869402077512,4.0,20181011,glucose,37,O2,1
681.0,189.26578560939794,391.48017621145374,0.011918928033618818,4.0,20181011,glucose,37,O2,1
536.0,177.55223880597015,396.6809701492537,0.00025161212043807224,4.0,20181011,glucose,37,O2,1
450.0,183.76222222222222,392.82444444444445,0.006437086046390528,4.0,20181011,glucose,37,O2,1
464.0,182.04956896551724,424.6939655172414,0.0047311922696339085,4.0,20181011,glucose,37,O2,1
437.0,191.2745995423341,385.7871853546911,0.013919813603095237,4.0,20181011,glucose,37,O2,1
518.0,187.55019305019306,388.05405405405406,0.01021010655516721,4.0,20181011,glucose,37,O2,1
522.0,182.4176245210728,406.9272030651341,0.005097795187804813,4.0,20181011,glucose,37,O2,1
882.0,188.5408163265306,394.4784580498866,0.01119682005108273,4.0,20181011,glucose,37,O2,1
562.0,196.62455516014234,369.16548042704625,0.019248654078313093,4.0,20181011,glucose,37,O2,1
533.0,194.54596622889306,333.06754221388366,0.01717826889767514,4.0,20181011,glucose,37,O2,1
322.0,182.40993788819875,360.7888198757764,0.005090138892443958,4.0,20181011,glucose,37,O2,1
318.0,180.31446540880503,415.00943396226415,0.0030029367994529456,4.0,20181011,glucose,37,O2,1
530.0,179.2056603773585,403.5207547169811,0.0018985079868045597,4.0,20181011,glucose,37,O2,1
526.0,181.22433460076044,397.212927756654,0.003909214930267065,4.0,20181011,glucose,37,O2,1
393.0,182.0966921119593,372.23664122137404,0.004778129430989828,4.0,20181011,glucose,37,O2,1
405.0,185.4098765432099,416.04197530864195,0.00807823742447312,4.0,20181011,glucose,37,O2,1
308.0,198.55844155844156,424.4155844155844,0.02117490783627456,4.0,20181011,glucose,37,O2,1
477.0,185.74633123689728,373.8679245283019,0.008413364202689812,4.0,20181011,glucose,37,O2,1
432.0,191.17824074074073,366.2800925925926,0.013823835109298948,4.0,20181011,glucose,37,O2,1
817.0,202.3684210526316,414.96205630354956,0.024969850147722655,4.0,20181011,glucose,37,O2,1
599.0,183.28046744574291,387.31552587646075,0.005957232654058241,4.0,20181011,glucose,37,O2,1
303.0,177.84488448844886,337.83168316831683,0.0005431027923418449,4.0,20181011,glucose,37,O2,1
825.0,188.65212121212122,426.88363636363636,0.011307685639845827,4.0,20181011,glucose,37,O2,1
625.0,186.5952,369.4912,0.009258882660434163,4.0,20181011,glucose,37,O2,1
628.0,181.20541401273886,375.38375796178343,0.003890369017802158,4.0,20181011,glucose,37,O2,1
442.0,183.58823529411765,460.0,0.006263785807869619,4.0,20181011,glucose,37,O2,1
483.0,182.72670807453417,435.55900621118013,0.0054056588538932875,4.0,20181011,glucose,37,O2,1
392.0,211.08928571428572,450.53316326530614,0.033656295402189694,4.0,20181011,glucose,37,O2,1
376.0,211.35106382978722,447.0824468085106,0.03391704033487049,4.0,20181011,glucose,37,O2,1
288.0,183.05902777777777,435.4861111111111,0.005736666961598369,4.0,20181011,glucose,37,O2,1
487.0,182.41273100616016,434.79055441478437,0.005092920986559887,4.0,20181011,glucose,37,O2,1
436.0,185.55963302752295,444.6949541284404,0.008227402851636176,4.0,20181011,glucose,37,O2,1
812.0,200.08743842364532,419.3115763546798,0.022697870074439262,4.0,20181011,glucose,37,O2,1
390.0,201.56923076923076,419.7358974358974,0.024173814099234477,4.0,20181011,glucose,37,O2,1
356.0,201.3061797752809,467.28370786516854,0.023911801311887172,4.0,20181011,glucose,37,O2,1
751.0,207.8508655126498,442.4061251664447,0.030430656559729433,4.0,20181011,glucose,37,O2,1
745.0,193.28993288590604,394.2241610738255,0.015927192852473383,4.0,20181011,glucose,37,O2,1
427.0,197.82201405152225,461.4496487119438,0.020441386852871876,4.0,20181011,glucose,37,O2,1
487.0,194.59137577002053,434.88911704312113,0.017223499216953986,4.0,20181011,glucose,37,O2,1
725.0,207.20827586206897,450.26344827586206,0.029790603074505567,4.0,20181011,glucose,37,O2,1
382.0,200.6282722513089,483.9712041884817,0.023236569345443953,4.0,20181011,glucose,37,O2,1
493.0,191.15415821501014,453.28600405679515,0.013799847632200732,4.0,20181011,glucose,37,O2,1
452.0,196.17920353982302,449.75,0.018805060166587582,4.0,20181011,glucose,37,O2,1
434.0,199.4078341013825,397.5622119815668,0.022020948006608945,4.0,20181011,glucose,37,O2,1
708.0,194.34604519774012,409.840395480226,0.01697913691252205,4.0,20181011,glucose,37,O2,1
452.0,205.0995575221239,492.30973451327435,0.02769020739957151,4.0,20181011,glucose,37,O2,1
479.0,192.6409185803758,477.9853862212944,0.0152807400690535,4.0,20181011,glucose,37,O2,1
458.0,206.53930131004367,373.5262008733624,0.02912426882345927,4.0,20181011,glucose,37,O2,1
584.0,188.79794520547946,469.763698630137,0.011452934096763623,4.0,20181011,glucose,37,O2,1
942.0,187.45647558386412,361.2547770700637,0.01011675897184406,4.0,20181011,glucose,37,O2,1
731.0,222.12448700410397,389.20519835841316,0.044647943087942066,4.0,20181011,glucose,37,O2,1
885.0,217.1864406779661,357.04180790960453,0.0397293861855944,4.0,20181011,glucose,37,O2,1
825.0,186.8860606060606,404.7987878787879,0.009548595301238659,4.0,20181011,glucose,37,O2,1
781.0,195.63892445582587,416.16261203585145,0.018266913449793486,4.0,20181011,glucose,37,O2,1
816.0,190.6691176470588,410.0404411764706,0.013316721416719976,4.0,20181011,glucose,37,O2,1
868.0,186.82027649769586,426.0518433179723,0.009483070828827475,4.0,20181011,glucose,37,O2,1
609.0,193.51067323481118,407.30213464696226,0.01614706198593758,4.0,20181011,glucose,37,O2,1
583.0,186.65351629502572,420.811320754717,0.009316968793385134,4.0,20181011,glucose,37,O2,1
390.0,204.22564102564104,409.67692307692306,0.026819740066549736,4.0,20181011,glucose,37,O2,1
365.0,190.39178082191782,380.8383561643836,0.013040479181333883,4.0,20181011,glucose,37,O2,1
746.0,178.08847184986595,380.2815013404826,0.0007857287659948255,4.0,20181011,glucose,37,O2,1
521.0,209.43761996161228,367.9616122840691,0.03201114842469324,4.0,20181011,glucose,37,O2,1
626.0,180.96485623003196,395.3402555910543,0.0036507606657533685,4.0,20181011,glucose,37,O2,1
878.0,215.6378132118451,352.5876993166287,0.03818687082433979,4.0,20181011,glucose,37,O2,1
419.0,188.43198090692124,382.1026252983294,0.011088414181841278,4.0,20181011,glucose,37,O2,1
397.0,177.59445843828715,348.60201511335015,0.0002936651208014314,4.0,20181011,glucose,37,O2,1
897.0,193.03232998885173,409.06131549609813,0.015670606659536183,4.0,20181011,glucose,37,O2,1
475.0,180.25473684210527,367.24,0.0029434439687653466,4.0,20181011,glucose,37,O2,1
536.0,181.89738805970148,379.3768656716418,0.004579611989646738,4.0,20181011,glucose,37,O2,1
768.0,183.29557291666666,407.3567708333333,0.005972278506885081,4.0,20181011,glucose,37,O2,1
788.0,180.33883248730965,381.1459390862944,0.0030272077062556036,4.0,20181011,glucose,37,O2,1
545.0,210.24770642201835,460.7798165137615,0.03281803764528202,4.0,20181011,glucose,37,O2,1
685.0,194.6,421.4832116788321,0.017232089408922898,4.0,20181011,glucose,37,O2,1
812.0,230.55295566502463,407.64039408866995,0.053043146366809554,4.0,20181011,glucose,37,O2,1
463.0,185.5010799136069,416.9805615550756,0.008169080834468918,4.0,20181011,glucose,37,O2,1
767.0,180.33507170795306,340.7874837027379,0.0030234617698992323,4.0,20181011,glucose,37,O2,1
