date,carbon,temp_C,operator,colony_idx,area,time_min
20181016,glycerol,37,O2,1,248,7
20181016,glycerol,37,O2,1,261,14
20181016,glycerol,37,O2,1,274,21
20181016,glycerol,37,O2,1,285,28
20181016,glycerol,37,O2,1,289,35
20181016,glycerol,37,O2,1,270,42
20181016,glycerol,37,O2,1,264,49
20181016,glycerol,37,O2,1,281,56
20181016,glycerol,37,O2,1,307,63
20181016,glycerol,37,O2,1,326,70
20181016,glycerol,37,O2,1,372,77
20181016,glycerol,37,O2,1,428,84
20181016,glycerol,37,O2,1,468,91
20181016,glycerol,37,O2,1,515,98
20181016,glycerol,37,O2,1,536,105
20181016,glycerol,37,O2,1,600,112
20181016,glycerol,37,O2,1,707,119
20181016,glycerol,37,O2,1,807,126
20181016,glycerol,37,O2,1,942,133
20181016,glycerol,37,O2,1,1041,140
20181016,glycerol,37,O2,1,1140,147
20181016,glycerol,37,O2,1,1239,154
20181016,glycerol,37,O2,1,1333,161
20181016,glycerol,37,O2,1,1406,168
20181016,glycerol,37,O2,1,1498,175
20181016,glycerol,37,O2,1,1577,182
20181016,glycerol,37,O2,1,1666,189
20181016,glycerol,37,O2,1,1741,196
20181016,glycerol,37,O2,1,1870,203
20181016,glycerol,37,O2,1,1990,210
20181016,glycerol,37,O2,1,2083,217
20181016,glycerol,37,O2,1,2200,224
20181016,glycerol,37,O2,1,2296,231
20181016,glycerol,37,O2,1,2412,238
20181016,glycerol,37,O2,1,2521,245
20181016,glycerol,37,O2,1,2642,252
20181016,glycerol,37,O2,1,2763,259
20181016,glycerol,37,O2,1,2929,266
20181016,glycerol,37,O2,1,3068,273
20181016,glycerol,37,O2,1,3276,280
20181016,glycerol,37,O2,1,3473,287
20181016,glycerol,37,O2,1,3680,294
20181016,glycerol,37,O2,1,3933,301
20181016,glycerol,37,O2,1,4129,308
20181016,glycerol,37,O2,1,4365,315
20181016,glycerol,37,O2,1,4621,322
20181016,glycerol,37,O2,1,4805,329
20181016,glycerol,37,O2,1,5001,336
20181016,glycerol,37,O2,1,5252,343
20181016,glycerol,37,O2,1,5428,350
20181016,glycerol,37,O2,1,5837,357
20181016,glycerol,37,O2,2,681,7
20181016,glycerol,37,O2,2,689,14
20181016,glycerol,37,O2,2,702,21
20181016,glycerol,37,O2,2,717,28
20181016,glycerol,37,O2,2,734,35
20181016,glycerol,37,O2,2,743,42
20181016,glycerol,37,O2,2,753,49
20181016,glycerol,37,O2,2,774,56
20181016,glycerol,37,O2,2,814,63
20181016,glycerol,37,O2,2,841,70
20181016,glycerol,37,O2,2,895,77
20181016,glycerol,37,O2,2,940,84
20181016,glycerol,37,O2,2,996,91
20181016,glycerol,37,O2,2,1053,98
20181016,glycerol,37,O2,2,1103,105
20181016,glycerol,37,O2,2,1150,112
20181016,glycerol,37,O2,2,1181,119
20181016,glycerol,37,O2,2,1223,126
20181016,glycerol,37,O2,2,1251,133
20181016,glycerol,37,O2,2,1307,140
20181016,glycerol,37,O2,2,1341,147
20181016,glycerol,37,O2,2,1396,154
20181016,glycerol,37,O2,2,1427,161
20181016,glycerol,37,O2,2,1514,168
20181016,glycerol,37,O2,2,1597,175
20181016,glycerol,37,O2,2,1696,182
20181016,glycerol,37,O2,2,1766,189
20181016,glycerol,37,O2,2,1838,196
20181016,glycerol,37,O2,2,1943,203
20181016,glycerol,37,O2,2,2002,210
20181016,glycerol,37,O2,2,2076,217
20181016,glycerol,37,O2,2,2104,224
20181016,glycerol,37,O2,2,2194,231
20181016,glycerol,37,O2,2,2247,238
20181016,glycerol,37,O2,2,2318,245
20181016,glycerol,37,O2,2,2386,252
20181016,glycerol,37,O2,2,2456,259
20181016,glycerol,37,O2,2,2547,266
20181016,glycerol,37,O2,2,2635,273
20181016,glycerol,37,O2,2,2734,280
20181016,glycerol,37,O2,2,2821,287
20181016,glycerol,37,O2,2,2900,294
20181016,glycerol,37,O2,2,2963,301
20181016,glycerol,37,O2,2,2985,308
20181016,glycerol,37,O2,2,3044,315
20181016,glycerol,37,O2,2,3122,322
20181016,glycerol,37,O2,2,3145,329
20181016,glycerol,37,O2,2,3258,336
20181016,glycerol,37,O2,2,3329,343
20181016,glycerol,37,O2,2,3380,350
