date,carbon,temp_C,operator,colony_idx,area,time_min
20181017,glycerol,37,O2,1,704,7
20181017,glycerol,37,O2,1,736,14
20181017,glycerol,37,O2,1,740,21
20181017,glycerol,37,O2,1,775,28
20181017,glycerol,37,O2,1,797,35
20181017,glycerol,37,O2,1,799,42
20181017,glycerol,37,O2,1,819,49
20181017,glycerol,37,O2,1,830,56
20181017,glycerol,37,O2,1,850,63
20181017,glycerol,37,O2,1,859,70
20181017,glycerol,37,O2,1,883,77
20181017,glycerol,37,O2,1,874,84
20181017,glycerol,37,O2,1,915,91
20181017,glycerol,37,O2,1,907,98
20181017,glycerol,37,O2,1,877,105
20181017,glycerol,37,O2,1,879,112
20181017,glycerol,37,O2,1,888,119
20181017,glycerol,37,O2,1,906,126
20181017,glycerol,37,O2,1,901,133
20181017,glycerol,37,O2,1,908,140
20181017,glycerol,37,O2,1,915,147
20181017,glycerol,37,O2,1,908,154
20181017,glycerol,37,O2,1,920,161
20181017,glycerol,37,O2,1,924,168
20181017,glycerol,37,O2,1,922,175
20181017,glycerol,37,O2,1,909,182
20181017,glycerol,37,O2,1,900,189
20181017,glycerol,37,O2,1,915,196
20181017,glycerol,37,O2,1,903,203
20181017,glycerol,37,O2,1,912,210
20181017,glycerol,37,O2,1,889,217
20181017,glycerol,37,O2,1,902,224
20181017,glycerol,37,O2,1,892,231
20181017,glycerol,37,O2,1,887,238
20181017,glycerol,37,O2,1,885,245
20181017,glycerol,37,O2,1,879,252
20181017,glycerol,37,O2,1,890,259
20181017,glycerol,37,O2,1,893,266
20181017,glycerol,37,O2,1,896,273
20181017,glycerol,37,O2,1,894,280
20181017,glycerol,37,O2,1,886,287
20181017,glycerol,37,O2,1,879,294
20181017,glycerol,37,O2,1,876,301
20181017,glycerol,37,O2,1,876,308
20181017,glycerol,37,O2,1,883,315
20181017,glycerol,37,O2,1,896,322
20181017,glycerol,37,O2,1,913,329
20181017,glycerol,37,O2,1,917,336
20181017,glycerol,37,O2,1,937,343
20181017,glycerol,37,O2,1,938,350
20181017,glycerol,37,O2,1,938,357
20181017,glycerol,37,O2,1,947,364
