parameter,value,well_id,carbon,strain
max df,0.007863385394199866,27,glucose,delta
lag time stderr,0.5054885419112151,27,glucose,delta
lag time std,5.054885419112151,27,glucose,delta
lag time,272.0391603471842,27,glucose,delta
max y stderr,0.0003819090041143642,27,glucose,delta
max y,0.23556956201109527,27,glucose,delta
inverse max df stderr,0.1264188824314043,27,glucose,delta
max y std,0.003819090041143642,27,glucose,delta
inverse max df,88.1671220650005,27,glucose,delta
time of max df stderr,4.1745830929567065,27,glucose,delta
time of max df std,41.74583092956706,27,glucose,delta
time of max df,544.3266666666667,27,glucose,delta
max df stderr,1.1465345435681061e-05,27,glucose,delta
max df std,0.00011465345435681061,27,glucose,delta
inverse max df std,1.2641888243140431,27,glucose,delta
max y,1.0081678497649562,28,glucose,delta
lag time stderr,12.827840134452206,28,glucose,delta
lag time std,128.27840134452205,28,glucose,delta
lag time,463.10746406457724,28,glucose,delta
max y stderr,0.0003541223942982142,28,glucose,delta
max y std,0.003541223942982142,28,glucose,delta
inverse max df stderr,91.1871533281303,28,glucose,delta
time of max df,462.8466666666666,28,glucose,delta
inverse max df,2773.019896781234,28,glucose,delta
time of max df stderr,11.829428388557071,28,glucose,delta
time of max df std,118.2942838855707,28,glucose,delta
max df stderr,7.73133428284249e-06,28,glucose,delta
max df std,7.731334282842489e-05,28,glucose,delta
max df,0.00027310824080016495,28,glucose,delta
inverse max df std,911.871533281303,28,glucose,delta
max y,0.24604595276309382,29,glucose,delta
lag time stderr,0.2925206465962362,29,glucose,delta
lag time std,2.9252064659623622,29,glucose,delta
lag time,272.53806526524517,29,glucose,delta
max y stderr,0.0003282778695795328,29,glucose,delta
max y std,0.003282778695795328,29,glucose,delta
inverse max df stderr,0.07292265178490116,29,glucose,delta
inverse max df,85.9220466380982,29,glucose,delta
time of max df stderr,1.8291845177564752,29,glucose,delta
time of max df std,18.291845177564753,29,glucose,delta
time of max df,492.9466666666667,29,glucose,delta
max df stderr,6.87650200467608e-06,29,glucose,delta
max df std,6.87650200467608e-05,29,glucose,delta
max df,0.00806774685858058,29,glucose,delta
inverse max df std,0.7292265178490116,29,glucose,delta
max df std,5.596938062649817e-05,30,glucose,delta
max y stderr,0.00017909848745544497,30,glucose,delta
max y std,0.0017909848745544497,30,glucose,delta
max y,0.23480211815938218,30,glucose,delta
inverse max df stderr,0.057659746114598565,30,glucose,delta
time of max df std,5.897889453016184,30,glucose,delta
inverse max df,84.44060938966217,30,glucose,delta
time of max df stderr,0.5897889453016184,30,glucose,delta
lag time,276.73550111287744,30,glucose,delta
time of max df,510.0966666666667,30,glucose,delta
max df stderr,5.5969380626498165e-06,30,glucose,delta
inverse max df std,0.5765974611459856,30,glucose,delta
lag time std,1.7185116588809854,30,glucose,delta
max df,0.008209076840893795,30,glucose,delta
lag time stderr,0.17185116588809854,30,glucose,delta
max y std,0.0021779671328093723,31,glucose,delta
max y,0.23480136067788793,31,glucose,delta
inverse max df std,0.6839438397826841,31,glucose,delta
inverse max df,82.58397039530992,31,glucose,delta
time of max df stderr,0.5280710179511827,31,glucose,delta
time of max df std,5.280710179511827,31,glucose,delta
time of max df,520.8766666666667,31,glucose,delta
max df stderr,6.972484195008471e-06,31,glucose,delta
max df std,6.972484195008471e-05,31,glucose,delta
max df,0.008393818587127878,31,glucose,delta
lag time stderr,0.21919079198666142,31,glucose,delta
max y stderr,0.00021779671328093722,31,glucose,delta
inverse max df stderr,0.06839438397826841,31,glucose,delta
lag time std,2.191907919866614,31,glucose,delta
lag time,280.51670201994483,31,glucose,delta
lag time stderr,0.24441921264633507,32,glucose,delta
max df,0.00817801370555577,32,glucose,delta
max df std,5.932096862938685e-05,32,glucose,delta
max df stderr,5.9320968629386855e-06,32,glucose,delta
time of max df,461.7966666666668,32,glucose,delta
time of max df std,9.4484443163941,32,glucose,delta
time of max df stderr,0.94484443163941,32,glucose,delta
inverse max df,84.76186054281469,32,glucose,delta
inverse max df stderr,0.06149261130141418,32,glucose,delta
max y,0.2497267595680132,32,glucose,delta
max y std,0.002905590002404581,32,glucose,delta
max y stderr,0.00029055900024045807,32,glucose,delta
lag time,264.69647826301485,32,glucose,delta
lag time std,2.4441921264633506,32,glucose,delta
inverse max df std,0.6149261130141418,32,glucose,delta
lag time std,1.442124896104531,33,glucose,delta
max df std,4.623611379839561e-05,33,glucose,delta
max df stderr,4.623611379839561e-06,33,glucose,delta
time of max df,495.5366666666668,33,glucose,delta
time of max df std,5.152970017378327,33,glucose,delta
time of max df stderr,0.5152970017378327,33,glucose,delta
inverse max df,85.35827217372625,33,glucose,delta
lag time stderr,0.1442124896104531,33,glucose,delta
max df,0.00812070791418581,33,glucose,delta
inverse max df stderr,0.048482536345241786,33,glucose,delta
max y,0.2611235529740533,33,glucose,delta
max y std,0.0018593645946500654,33,glucose,delta
max y stderr,0.00018593645946500653,33,glucose,delta
lag time,282.03025067397647,33,glucose,delta
inverse max df std,0.48482536345241783,33,glucose,delta
lag time std,4.507841108789586,34,glucose,delta
lag time,254.28826837387913,34,glucose,delta
max y stderr,0.00018241914701648545,34,glucose,delta
