,I_1,I_2,summed,fluct
0,31439.873250209832,34027.74858658801,65467.62183679784,6697098.756634458
1,278195.88401431136,250378.1731020787,528574.0571163901,773825040.3965483
2,29067.68790271829,35677.72228119122,64745.41018390951,43692554.48459402
3,175165.3799777733,172115.66906554063,347281.04904331395,9300736.648190998
4,173406.9183927843,180380.671756566,353787.59014935035,48633235.97885652
5,30824.80180223861,26620.467571896814,57445.26937413542,17676426.32042374
6,195880.71420811507,248653.41973829697,444534.133946412,2784958448.9752917
7,255526.7647327403,227731.4331934239,483258.1979261642,772580455.3805166
8,786187.2741513292,895755.65083322,1681942.9249845492,12005229168.704712
9,39064.496568318966,42523.32945314808,81587.82602146704,11963524.925175285
10,198203.36921367177,200522.41166522083,398725.78087889263,5377957.892086672
11,114777.00329588242,141840.0059869078,256617.00928279024,732406114.6544478
12,174891.50195036974,158092.8786322606,332984.38058263034,282193745.38372004
13,15444.867868159063,12416.539019868029,27861.406888027093,9170775.6133917
14,207588.5073324205,211978.38535982405,419566.89269224455,19271029.095480505
15,120452.91301073352,144691.8786322606,265144.79164299415,587527454.4015718
16,884825.5369336996,729029.6164547472,1613855.1533884467,24272368837.88408
17,373900.5922355186,380831.01944203477,754731.6116775534,48030821.26481924
18,334658.804493264,299007.3402172496,633666.1447105135,1271026905.0239325
19,157788.5282557665,162266.98714973012,320055.5154054966,20056594.064921945
20,226335.51002344588,218289.58416244248,444625.09418588836,64736922.96076332
21,130413.70613503893,112498.74320453726,242912.44933957618,320945896.801249
22,38483.04305640612,46080.29507467514,84563.33813108125,57718238.2290927
23,283457.54978396953,257600.88132328598,541058.4311072555,668567303.8857073
24,351517.33752622426,415261.7115170897,766779.049043314,4063345215.4873204
25,63232.682520667535,53653.62930501694,116886.31182568448,91758260.50826599
26,51241.58207627416,21356.448734719135,72598.0308109933,893121194.8425236
27,272966.91839278425,325368.1704110533,598335.0888038375,2745891213.0821447
28,27113.549783969556,21228.79642018784,48342.346204157395,34630322.152540244
29,183506.40628317007,190665.02960127918,374171.4358844493,51245887.81057546
30,10274.36114059561,10725.865177133679,21000.22631772929,203855.89501016928
31,39294.15695592641,49195.11719540272,88489.27415132913,98029013.66369085
32,105938.95008023182,110981.5309467919,216920.48102702372,25427621.795797788
33,223035.88132328598,146413.57339834096,369449.45472162694,5870978071.745093
34,144371.9183927843,116517.57878039173,260889.49717317603,775864235.2425023
35,129634.52825576652,139544.36383162098,269178.8920873875,98204841.14047077
36,308911.7991112132,622672.5713121727,931584.3704233859,98445822172.1424
37,219171.3880508494,218345.64006911844,437517.02811996784,681859.7293327621
38,82371.33752622423,106856.21824465314,189227.55577087737,599509383.7956915
39,346508.2977657005,172414.15157387563,518922.4493395761,30308771738.26049
40,316328.46488087147,240177.82810763535,556506.2929885068,5798919480.969342
41,364072.34021724964,282061.5444019188,646133.8846191685,6725770630.263882
42,329488.7674237657,337592.4358844493,667081.2033082149,65669442.52067821
43,40234.74320453725,39629.491186268206,79864.23439080545,366330.0056187491
44,89020.91031970813,90795.19940747548,179816.1097271836,3148101.7669702913
45,392816.27146030375,416079.34290827496,808895.6143685787,541170493.1934137
46,155097.63199604233,100932.70075298818,256030.3327490305,2933839776.564783
47,107635.06996665992,47430.74858658801,155065.81855324793,3624560312.8349843
48,40921.61107269631,36567.91092456516,77489.52199726147,18954704.979837157
49,92523.13065052964,113987.43050239852,206510.56115292816,460716168.1309386
50,93631.72228119124,96642.62392296617,190274.3462041574,9065528.696443012
51,26897.085507955187,22518.043056406103,49415.128564361294,19176012.79246902
52,88074.24724107531,95783.37728674791,183857.62452782324,59430686.06109206
53,120914.2397728562,138025.91899764133,258940.15877049754,292809565.8919429
54,114280.03767435535,94775.4514257445,209055.48910009983,380428884.7294996
55,102502.41973829699,104793.74320453724,207296.16294283423,5250163.226943252
56,60543.36921367176,123727.79372916247,184271.16294283423,3992271501.3537436
57,42714.62930501693,52648.623922966166,95363.2532279831,98684249.06944431
58,54647.791038137075,57030.708826064314,111678.49986420138,5678297.184020047
59,127995.46218984603,135684.6690655406,263680.13125538663,59123902.377228595
60,21975.210171577008,29057.669065540627,51032.87923711764,50161223.98468438
61,64630.26607825299,52150.17041105331,116780.4364893063,155752787.8624563
62,404414.4358844493,190405.33214417344,594819.7680286227,45799896483.71615
63,77816.0194420347,45664.8388717369,123480.8583137716,1033698412.0638944
64,221797.87863226057,259445.30852980207,481243.1871620626,1417328977.8903017
65,253161.6583014391,281854.61584989,535016.2741513291,823285812.8772044
66,216557.30852980207,245451.68790271832,462008.9964325204,834885159.3460076
67,99763.95815330799,106184.82541661,205948.78356991799,41227536.412943356
