clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date
09h27m,32,0.13,2,glucose,37,O2,20180912
09h27m,32,0.14,2,glucose,37,O2,20180912
09h27m,32,0.14,2,glucose,37,O2,20180912
09h54m,59,0.15,2,glucose,37,O2,20180912
09h54m,59,0.15,2,glucose,37,O2,20180912
09h54m,59,0.16,2,glucose,37,O2,20180912
10h23m,88,0.2,2,glucose,37,O2,20180912
10h23m,88,0.21,2,glucose,37,O2,20180912
10h23m,88,0.21,2,glucose,37,O2,20180912
10h53m,118,0.23,2,glucose,37,O2,20180912
10h54m,119,0.25,2,glucose,37,O2,20180912
10h54m,119,0.24,2,glucose,37,O2,20180912
11h23m,148,0.32,2,glucose,37,O2,20180912
11h23m,148,0.32,2,glucose,37,O2,20180912
11h23m,148,0.33,2,glucose,37,O2,20180912
11h53m,178,0.4,2,glucose,37,O2,20180912
11h54m,179,0.41,2,glucose,37,O2,20180912
11h54m,179,0.41,2,glucose,37,O2,20180912
12h22m,207,0.5,2,glucose,37,O2,20180912
12h22m,207,0.53,2,glucose,37,O2,20180912
12h22m,207,0.54,2,glucose,37,O2,20180912
12h37m,222,0.57,2,glucose,37,O2,20180912
12h37m,222,0.59,2,glucose,37,O2,20180912
12h37m,222,0.59,2,glucose,37,O2,20180912
12h54m,239,0.63,2,glucose,37,O2,20180912
12h54m,239,0.63,2,glucose,37,O2,20180912
12h55m,240,0.67,2,glucose,37,O2,20180912
13h07m,252,0.71,2,glucose,37,O2,20180912
13h08m,253,0.72,2,glucose,37,O2,20180912
13h08m,253,0.71,2,glucose,37,O2,20180912
13h23m,268,0.75,2,glucose,37,O2,20180912
13h23m,268,0.75,2,glucose,37,O2,20180912
13h23m,268,0.78,2,glucose,37,O2,20180912
13h38m,283,0.83,2,glucose,37,O2,20180912
13h38m,283,0.83,2,glucose,37,O2,20180912
13h39m,284,0.83,2,glucose,37,O2,20180912
