strain,area_pix,mean_yfp,mean_mCherry,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val,alpha_mode,alpha_mean,alpha_median,alpha_hpd_min,alpha_hpd_max,fold_change
delta,411.0,1139.345498783455,262.7153284671533,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,0.6878150611383055
delta,665.0,1384.381954887218,272.9503759398496,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,0.8895777064551965
delta,787.0,1794.3850063532402,273.8094027954257,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,1.2271735955205856
delta,529.0,1135.6502835538752,270.94896030245746,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,0.6847724265377644
delta,599.0,1384.719532554257,268.04507512520865,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,0.8898556673928656
delta,403.0,1411.1935483870968,263.2605459057072,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,0.9116543317692926
delta,730.0,1887.945205479452,260.23835616438356,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,1.3042109211995285
delta,601.0,3023.4658901830285,268.78535773710485,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,2.2391969261424993
delta,680.0,2522.1117647058823,270.2970588235294,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,1.8263827016584058
delta,821.0,1577.2704019488428,268.0596833130329,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,1.048401760430824
delta,501.0,1051.5149700598802,258.7125748502994,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,0.6154955373555033
delta,506.0,1383.709486166008,272.20355731225294,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,0.8890239967328083
delta,707.0,1781.142857142857,270.05940594059405,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,1.2162700299987415
delta,637.0,1389.4772370486655,269.14442700156985,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,0.8937731540382872
delta,393.0,1593.4580152671756,270.8117048346056,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,1.0617306166198424
delta,742.0,2178.0175202156333,273.0579514824798,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,1.5430560240261155
delta,419.0,1550.4033412887827,268.3412887828162,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,1.0262794635413863
delta,486.0,1742.1604938271605,272.1872427983539,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,1.1841720113269871
delta,478.0,1907.0669456066946,271.74058577405856,0.0,20190327,acetate,37,O2,1,,,1591.133690402688,1591.133690402688,1625.615848261736,1105.8133445105132,2352.6754957174758,1.3199557329409328
