strain,area_pix,mean_yfp,mean_mCherry,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val,alpha_mode,alpha_hpd_min,alpha_hpd_max,fold_change
delta,680.0,206.38823529411764,172.11470588235295,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,0.048256927427493594
delta,528.0,1016.6666666666666,185.84469696969697,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,1.0899489795025865
delta,545.0,881.7816513761468,176.93577981651376,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,0.9165411200163712
delta,681.0,1056.6740088105728,188.4229074889868,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,1.1413823247853445
delta,493.0,867.7728194726167,182.69574036511156,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,0.898531398557978
delta,440.0,652.9704545454546,176.61136363636365,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,0.6223819817056379
delta,512.0,746.60546875,183.568359375,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,0.7427589364859719
delta,558.0,741.8673835125448,193.5358422939068,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,0.7366676652107995
delta,773.0,992.0077619663648,192.01681759379042,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,1.0582475494204975
delta,573.0,1098.5078534031413,189.35078534031413,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,1.1951638173347705
delta,513.0,1150.2495126705653,193.48732943469787,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,1.2616827732062141
delta,630.0,1016.4380952380952,180.67301587301588,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,1.089655128609788
delta,682.0,930.6656891495601,188.7624633431085,0.0,20181025,glucose,37,O2,1,155.47820827612142,186.3629720164537,733.5531252719073,603.2400422533555,884.3642958599079,0.9793863243933965
