,area,cell_id,corrected_intensity,mean_intensity,time,norm,resid
2745,2.3520000000000003,1.0,2.47749011829184,113.05628360606512,45.0,0.0026281796339679172,0.02079859261715265
2806,2.3520000000000003,1.0,3.4707976584168816,113.4677110979939,46.0,0.003681903573348686,0.010147766036845104
2867,2.3520000000000003,1.0,-1.1399452767886955,111.49269457404716,47.0,-0.0012092806902332328,0.061322645972114065
2928,2.3520000000000003,1.0,0.31308206345431067,112.08839687753256,48.0,0.0003321247971308127,0.03957214721832326
2989,2.3520000000000003,1.0,-2.0638572899821113,111.09378533021209,49.0,-0.0021893882267780863,0.07159434584069303
3050,2.3520000000000003,1.0,-0.390223905659806,111.81293654645951,50.0,-0.0004139586729208138,0.04366782948285056
3111,2.3520000000000003,1.0,0.5287448891059637,112.16384589906288,51.0,0.0005609049815589312,0.03110730043554464
3172,2.3520000000000003,1.0,-0.06810358064417324,111.91496786601402,52.0,-7.224587590795933e-05,0.03894371589296914
3233,2.3520000000000003,1.0,0.9865756636842644,112.37607700394047,53.0,0.001046582606937337,0.026021193304859053
3294,2.3520000000000003,1.0,-1.9280065452582584,111.13428328601186,54.0,-0.0020452745700145335,0.06530886935785322
3355,2.3520000000000003,1.0,-0.0193629327403894,111.91137619681213,55.0,-2.054065326293561e-05,0.036417915700579534
3416,2.3520000000000003,1.0,-0.3183398814632738,111.79498056627124,56.0,-0.00033770241381159854,0.040254057217462835
3477,2.3520000000000003,1.0,-2.0157553166252526,111.02401117427006,57.0,-0.002138360525074345,0.06162137760620934
3538,2.3520000000000003,1.0,-0.3690840972180327,111.72179840726518,58.0,-0.0003915330682322437,0.03715065643817767
3599,2.3520000000000003,1.0,0.4522170598600663,112.05533351818964,59.0,0.0004797224651198688,0.027821726147385498
3660,2.3520000000000003,1.0,-2.64408126066686,110.71798492198658,60.0,-0.00280490342566213,0.0710481238236101
3721,2.3520000000000003,1.0,-0.15543412662170933,111.77512048931617,61.0,-0.0001648881676639834,0.03360222955560442
3782,2.3520000000000003,1.0,0.34663706954916695,111.97950444338525,62.0,0.00036772073472307815,0.026995877877097823
3843,2.3520000000000003,1.0,-1.7521257819282645,111.1229480763713,63.0,-0.0018586961304971532,0.05273565886057337
3904,2.3520000000000003,1.0,-3.360291404296703,110.42929046839257,64.0,-0.0035646759467436685,0.07903195248686681
3965,2.3520000000000003,1.0,-3.6420074795184547,110.24981325165457,65.0,-0.0038635269677800986,0.08339120514610032
4026,2.3520000000000003,1.0,-1.83009898016993,111.01288226186793,66.0,-0.0019414119282721127,0.05250428940158604
4087,2.3520000000000003,1.0,-2.3646231547062477,110.79626636356467,67.0,-0.002508447711384923,0.058074044327214296
4148,2.3520000000000003,1.0,-2.3467820286895753,110.76024891690403,68.0,-0.002489521426392754,0.0588497817622702
4209,2.3520000000000003,1.0,-0.7848764028517311,111.40169595116237,69.0,-0.000832615299623943,0.03556729623585006
4270,2.3520000000000003,1.0,-1.3519133977349762,111.1949441726829,70.0,-0.0014341414452402241,0.04381165969337134
4331,2.3520000000000003,1.0,-1.1888232539866244,111.26759836835312,71.0,-0.0012611315950149297,0.04218747545307819
4392,2.3520000000000003,1.0,-2.364545655530667,110.75179802170156,72.0,-0.0025083654984415066,0.05775140605146964
4453,2.3520000000000003,1.0,-3.3006733633244556,110.40485724457308,73.0,-0.0035014317303718365,0.0716179706440964
4514,2.3520000000000003,1.0,-1.1745415157831451,111.2841493209351,74.0,-0.001245981192110427,0.03968922634667983
1,1.3769000000000002,2.0,275.66132258824473,322.47068614693336,0.0,1.0,0.0
62,1.3769000000000002,2.0,116.10110320730473,202.53090980866563,1.0,0.4211729890766175,7.32941930732398
123,1.3769000000000002,2.0,59.26227933263642,159.60697027478608,2.0,0.21498220634004747,3.584404416889478
184,1.3769000000000002,2.0,31.90594293521671,138.83287413716562,3.0,0.11574327016806275,2.4648137968779786
245,1.3769000000000002,2.0,20.510877239534967,129.9984241644186,4.0,0.07440607571259483,1.4732385477506105
306,1.3769000000000002,2.0,11.399805818655976,122.9566466554558,5.0,0.041354389914481635,1.3195955270774453
367,1.3769000000000002,2.0,6.184719180381445,118.87825274835046,6.0,0.022435933783933697,1.149337947129985
428,1.3769000000000002,2.0,6.014388984075294,118.55475506735297,7.0,0.021818037175490832,0.6661005308082104
489,1.3769000000000002,2.0,6.185782068182914,118.49103363768002,8.0,0.02243978955808253,0.3732072933174873
550,1.3769000000000002,2.0,4.06358946855941,116.72183973260141,9.0,0.014741239106035899,0.346881754949169
611,1.3769000000000002,2.0,4.221498643612527,116.73269603075015,10.0,0.015314076722755114,0.21513947497625016
672,1.3769000000000002,2.0,2.55082427408716,115.37457330419005,11.0,0.009253471796975036,0.2285536430104704
733,1.3769000000000002,2.0,3.9072280666847012,116.2448268485218,12.0,0.014174016252983474,0.10479479213656269
794,1.3769000000000002,2.0,1.9757092968420784,114.77618643430782,13.0,0.007167161784945779,0.14616698026886066
855,1.3769000000000002,2.0,1.3585471827524842,114.23119381257806,14.0,0.004928319903556967,0.13550039886581072
916,1.3769000000000002,2.0,-0.03682215988745776,113.10930569314192,15.0,-0.00013357753471443295,0.17310513394327215
977,1.3769000000000002,2.0,1.0605789353441355,113.74039329847487,16.0,0.0038473984140615985,0.09987854134137607
1038,1.3769000000000002,2.0,0.7289656069965726,113.28247360232734,17.0,0.0026444246880634337,0.0914151244537465
1099,1.3769000000000002,2.0,0.0009067373512372429,112.71321975718348,18.0,3.2893165523682708e-06,0.10335255441810526
1160,1.3769000000000002,2.0,0.436052910145454,112.95318393145715,19.0,0.0015818429152528813,0.0730690052592194
1221,1.3769000000000002,2.0,0.9118296116328763,113.20801335401548,20.0,0.003307789439125909,0.050490168809733706
1282,1.3769000000000002,2.0,1.5381764502485396,113.67504021408905,21.0,0.005579950193252586,0.028303524839932214
1343,1.3769000000000002,2.0,1.9004766047733157,113.92277709072239,22.0,0.006894244672880923,0.017741270718812426
1404,1.3769000000000002,2.0,2.5682662833550274,114.33244407368423,23.0,0.00931674512492725,0.006393858852631941
1465,1.3769000000000002,2.0,0.0429576223110931,112.48377746037963,24.0,0.0001558347827245206,0.047322452397090126
1526,1.3769000000000002,2.0,1.0153316648058044,113.17466951751886,25.0,0.003683257612176537,0.021834167520295787
1587,1.3769000000000002,2.0,1.1489129616112466,113.21425822127992,26.0,0.004167842448203652,0.017658811633542777
1648,1.3769000000000002,2.0,1.1399938974614867,113.17309572658148,27.0,0.004135487295634489,0.01499049139279478
1709,1.3769000000000002,2.0,0.22414923976126674,112.46574360871539,28.0,0.0008131327153794384,0.028578648507844685
1770,1.3769000000000002,2.0,1.237840028273467,113.18778543799641,29.0,0.004490437819317976,0.009765505884115292
1831,1.3769000000000002,2.0,-0.7145144305349386,111.75719960037324,30.0,-0.002592001024395463,0.0438108203856218
1892,1.3769000000000002,2.0,-0.42478306687558776,111.97283107464442,31.0,-0.001540959982659904,0.03497663893310499
1953,1.3769000000000002,2.0,-0.7391878111898903,111.65871500067826,32.0,-0.0026815071633898204,0.03937291661793615
2014,1.3769000000000002,2.0,-0.6274028180668669,111.73111233415145,33.0,-0.002275991467268763,0.035579414179107226
2075,1.3769000000000002,2.0,0.11172978768806534,112.21495225715097,34.0,0.00040531543068505154,0.019839450803331497
2136,1.3769000000000002,2.0,-1.0856850021176385,111.37747760044996,35.0,-0.003938474182463842,0.04384234660017187
2197,1.3769000000000002,2.0,-0.866274492513773,111.51410228177447,36.0,-0.0031425318734602716,0.03640113601829078
2258,1.3769000000000002,2.0,-0.9244636312363889,111.43731009749033,37.0,-0.0033536211121545697,0.03650336220841765
2319,1.3769000000000002,2.0,-0.538125505782492,111.69207822045968,38.0,-0.0019521255311768563,0.027057506801732165
2380,1.3769000000000002,2.0,-0.6147863865742793,111.62920927769632,39.0,-0.0022302235975722486,0.027985924698379017
2441,1.3769000000000002,2.0,-1.5294101650235168,110.95515888677437,40.0,-0.005548149267599636,0.04806181071777177
2502,1.3769000000000002,2.0,-1.6339261955810225,110.86526699188688,41.0,-0.005927295785421511,0.04965837657599132
2563,1.3769000000000002,2.0,0.09382694284718045,112.10175094800994,42.0,0.0003403703572420631,0.013979071386753033
2624,1.3769000000000002,2.0,-0.7818029859884976,111.45646846614905,43.0,-0.0028360996698701783,0.029983608509574076
2685,1.3769000000000002,2.0,-0.6413468682696093,111.55174115357693,44.0,-0.0023265754595090185,0.025843048733921646
2746,1.3769000000000002,2.0,-0.36896902574092894,111.73495814125944,45.0,-0.0013384867426325814,0.020691823344533393
2807,1.3769000000000002,2.0,0.36213550710891235,112.25503967032597,46.0,0.0013136971981007075,0.008797339560985313
2868,1.3769000000000002,2.0,0.6303413817214182,112.43516268781103,47.0,0.002286651517895236,0.005756103207939804
2929,1.3769000000000002,2.0,-0.47485499536926346,111.61041121891552,48.0,-0.0017226029060252107,0.020075488906631172
2990,1.3769000000000002,2.0,-1.1897151941597677,111.10722222542398,49.0,-0.004315858253124778,0.032399758874258736
3051,1.3769000000000002,2.0,-1.565497167382247,110.84187576551882,50.0,-0.005679059915563962,0.040168107021251315
3112,1.3769000000000002,2.0,-1.4954033822064283,110.8529740472916,51.0,-0.0054247849069494316,0.0379303103342939
3173,1.3769000000000002,2.0,-0.6952878542757724,111.43895734738014,52.0,-0.0025222539301036576,0.02172477713843137
3234,1.3769000000000002,2.0,-0.8013486587761302,111.37461974834847,53.0,-0.0029070043314458898,0.023370171113259983
3295,1.3769000000000002,2.0,-0.268698587275513,111.75886646399218,54.0,-0.0009747417038873749,0.014501437511737563
3356,1.3769000000000002,2.0,-0.5764416437156253,111.50095695055325,55.0,-0.0020911226801906342,0.018926871655540606
3417,1.3769000000000002,2.0,0.12201114433494492,112.01894208606805,56.0,0.0004426124898094353,0.009127993969825067
3478,1.3769000000000002,2.0,-0.4360786997736794,111.56433949041552,57.0,-0.0015819364707360492,0.015624892777668918
3539,1.3769000000000002,2.0,-0.7270792504841607,111.35066668486624,58.0,-0.0026375816660003434,0.020028266117364277
3600,1.3769000000000002,2.0,0.054603980989102935,111.90272154723752,59.0,0.00019808357761768737,0.009001269604778204
3661,1.3769000000000002,2.0,-0.8765561161012451,111.20555346139696,60.0,-0.003179829900948987,0.022609736448245408
3722,1.3769000000000002,2.0,-1.163821847759854,110.99595851715644,61.0,-0.0042219265177736035,0.02771777900209061
3783,1.3769000000000002,2.0,-1.4775663385867053,110.75901388024684,62.0,-0.005360078536638765,0.03383727304125565
3844,1.3769000000000002,2.0,-0.5731671355330222,111.45162590286861,63.0,-0.0020792439438055005,0.016344248989269665
3905,1.3769000000000002,2.0,-1.2561678341508562,110.94566984146336,64.0,-0.004556924498353343,0.02839153901321427
3966,1.3769000000000002,2.0,-0.734445526364619,111.26488068739438,65.0,-0.0026643038619591193,0.018563834941233894
4027,1.3769000000000002,2.0,-0.2498296174049536,111.60954202454946,66.0,-0.0009062918767828886,0.011390010907971107
4088,1.3769000000000002,2.0,-0.8673097793998962,111.17173301019918,67.0,-0.0031462875214285924,0.019854759665397008
4149,1.3769000000000002,2.0,-1.214658283641758,110.87586154598888,68.0,-0.004406342798609049,0.026572063377990465
4210,1.3769000000000002,2.0,-1.4059908944775916,110.7142740853952,69.0,-0.005100428603027926,0.029874839530338308
4271,1.3769000000000002,2.0,-0.7770907115850033,111.2053602692324,70.0,-0.002819005235441548,0.018545535027335715
4332,1.3769000000000002,2.0,-1.6489176317152843,110.57549241649706,71.0,-0.00598167931660936,0.03589002983279644
4393,1.3769000000000002,2.0,0.41233316580469603,112.05659691896832,72.0,0.0014957962253580202,0.004028825128636807
4454,1.3769000000000002,2.0,-0.9014666123746755,111.15349736784869,73.0,-0.00327019621001092,0.019846637495280404
4515,1.3769000000000002,2.0,-0.48635741766573104,111.4303028261756,74.0,-0.0017643295515642687,0.013534630254697123
2,3.0380000000000003,3.0,790.8735726696465,382.5934185067446,0.0,1.0,0.0
63,3.0380000000000003,3.0,326.60771804324577,225.7177376074646,1.0,0.4129708329243568,23.19683800516954
124,3.0380000000000003,3.0,161.47406861281192,169.71804270955138,2.0,0.20417178445822312,12.325943872119572
185,3.0380000000000003,3.0,83.40480863151272,143.11442597008238,3.0,0.10545909171041615,8.693400970403385
246,3.0380000000000003,3.0,54.69293192630468,133.10494674410313,4.0,0.06915508852026127,4.855727496199622
307,3.0380000000000003,3.0,34.40488012973595,126.00216464805851,5.0,0.04350237676244508,3.5545023157660167
368,3.0380000000000003,3.0,22.79863863352261,121.89097131926755,6.0,0.028827159512441775,2.6769956847177023
429,3.0380000000000003,3.0,20.24785809777702,120.85155427659657,7.0,0.025601889856338256,1.6281616107838202
490,3.0380000000000003,3.0,13.419702454202447,118.41577283367369,8.0,0.016968201894650932,1.4128580837739706
551,3.0380000000000003,3.0,6.337582989774466,115.85668372485586,9.0,0.008013395830614913,1.4085022556560385
612,3.0380000000000003,3.0,7.852174545635472,116.251404359047,10.0,0.009928482651316737,0.878156397882603
673,3.0380000000000003,3.0,6.22109382409992,115.5697479656409,11.0,0.007866104064016456,0.7204317217799112
734,3.0380000000000003,3.0,3.083042758882396,114.42195407201993,12.0,0.003898275104167888,0.7010729770536657
795,3.0380000000000003,3.0,2.03637563332546,114.01159110553323,13.0,0.0025748434436259366,0.6032980280956852
856,3.0380000000000003,3.0,0.09895056811764776,113.2770938549061,14.0,0.00012511553241516658,0.5754393576673866
917,3.0380000000000003,3.0,-4.4280785119500985,111.67848479494874,15.0,-0.005598971396910918,0.7368967017397546
978,3.0380000000000003,3.0,-8.424598808235636,110.19705353216067,16.0,-0.010652269970025476,0.8893849095980437
1039,3.0380000000000003,3.0,-4.9735142108497765,111.11594691476287,17.0,-0.0062886337117844865,0.5826927377558018
1100,3.0380000000000003,3.0,-7.061136639079191,110.38828978037839,18.0,-0.008928274863508024,0.6331595212665388
1161,3.0380000000000003,3.0,-8.773193569556222,109.74867333456291,19.0,-0.011093041761329464,0.663098499612922
1222,3.0380000000000003,3.0,-8.093815516067762,109.88158755971432,20.0,-0.010234019438462898,0.5797747108395853
1283,3.0380000000000003,3.0,-8.872193928339554,109.63750393809563,21.0,-0.011218220250287125,0.5736054021764022
1344,3.0380000000000003,3.0,-10.461706277230546,109.09890326609386,22.0,-0.013228038764674306,0.6264694178593834
1405,3.0380000000000003,3.0,-10.639989641663744,108.9648907514859,23.0,-0.013453464636260066,0.6018574217016743
1466,3.0380000000000003,3.0,-9.654034528387877,109.27481878004598,24.0,-0.01220679873750243,0.5128498920545903
1527,3.0380000000000003,3.0,-7.568825496468319,109.94588114920295,25.0,-0.009570209143440265,0.38813494161724676
1588,3.0380000000000003,3.0,-9.96183956901906,109.10075997593059,26.0,-0.012595995002579498,0.4851477530491818
1649,3.0380000000000003,3.0,-9.659028277410192,109.16574967528534,27.0,-0.012213112956607588,0.44508416297006315
1710,3.0380000000000003,3.0,-9.723721498148963,109.10225260902716,28.0,-0.012294912656299657,0.42899041312964664
1771,3.0380000000000003,3.0,-10.526214995950047,108.82393017712344,29.0,-0.013309605175474642,0.44617709077227174
1832,3.0380000000000003,3.0,-12.330499899207506,108.21737366513109,30.0,-0.015590987390797598,0.5185387820284292
1893,3.0380000000000003,3.0,-11.896827306521065,108.36533155882047,31.0,-0.015042641096683166,0.48508218851296736
1954,3.0380000000000003,3.0,-13.195441334525306,107.85210106420118,32.0,-0.016684640618326915,0.5327534070461449
2015,3.0380000000000003,3.0,-10.65014108931897,108.68113342067684,33.0,-0.013466300376391018,0.4022031356992391
2076,3.0380000000000003,3.0,-9.081048760574078,109.14465271787748,34.0,-0.011482301437789092,0.32819977399343936
2137,3.0380000000000003,3.0,-11.285231681123983,108.45128599063584,35.0,-0.014269324543276786,0.4162692597601279
2198,3.0380000000000003,3.0,-10.068510309001642,108.82906036729275,36.0,-0.012730872110209365,0.35142598924258256
2259,3.0380000000000003,3.0,-14.286668865350519,107.40606353872117,37.0,-0.01806441555143247,0.5436429626334843
2320,3.0380000000000003,3.0,-14.26900333261801,107.38606105370533,38.0,-0.018042078817290655,0.5345181971167995
2381,3.0380000000000003,3.0,-13.026794695835083,107.7877588129384,39.0,-0.016471399659824602,0.4676577824343063
2442,3.0380000000000003,3.0,-14.29140270982805,107.36170812530798,40.0,-0.018070401140837807,0.5234399971737649
2503,3.0380000000000003,3.0,-14.381537894465394,107.31805374862122,41.0,-0.018184370285530663,0.521502628053132
2564,3.0380000000000003,3.0,-13.682197547576052,107.52992150478413,42.0,-0.017300107147835125,0.4849155088611344
2625,3.0380000000000003,3.0,-13.108102736052203,107.7095533324361,43.0,-0.01657420754597341,0.46191943272875735
2686,3.0380000000000003,3.0,-13.455391869626117,107.58850202004206,44.0,-0.01701332846943734,0.46966551830560166
2747,3.0380000000000003,3.0,-14.50994054758608,107.22678000159517,45.0,-0.01834672575871616,0.5212305317926845
2808,3.0380000000000003,3.0,-14.621073436454656,107.17930192137229,46.0,-0.018487244917161978,0.5122569349818227
2869,3.0380000000000003,3.0,-14.220050041905841,107.29663771886159,47.0,-0.017980181072311106,0.4878483338896993
2930,3.0380000000000003,3.0,-14.470430537613542,107.1921400628819,48.0,-0.018296768330199272,0.4985766487994907
2991,3.0380000000000003,3.0,-14.13260277917101,107.31933269263996,49.0,-0.01786961060219204,0.4706651066229348
3052,3.0380000000000003,3.0,-14.740770891577043,107.12671808691383,50.0,-0.01863859332385907,0.4955145944407702
3113,3.0380000000000003,3.0,-16.4002542333029,106.54066736656405,51.0,-0.020736884882804653,0.5783546040662255
3174,3.0380000000000003,3.0,-13.9668912475523,107.34652674601614,52.0,-0.017660080865271714,0.4561244786748028
3235,3.0380000000000003,3.0,-13.805005490640902,107.41250478880998,53.0,-0.017455388532001626,0.4463242370696529
3296,3.0380000000000003,3.0,-13.387706031259198,107.54726411430879,54.0,-0.01692774483040077,0.42590007283383713
3357,3.0380000000000003,3.0,-14.378536091239436,107.18671338033755,55.0,-0.018180574731690338,0.46991238221286924
3418,3.0380000000000003,3.0,-15.935970468570915,106.68478258897888,56.0,-0.02014983306975094,0.5489896883124635
3479,3.0380000000000003,3.0,-15.461626325145547,106.79164041241864,57.0,-0.019550060666401834,0.5141378826700559
3540,3.0380000000000003,3.0,-14.85718695832859,106.98827196462025,58.0,-0.018785792662381125,0.4814115598046468
3601,3.0380000000000003,3.0,-13.696312458024364,107.35473241208575,59.0,-0.017317954387818964,0.4267942675223692
3662,3.0380000000000003,3.0,-13.786773376600399,107.30406071255965,60.0,-0.017432335398516637,0.42968888304703384
3723,3.0380000000000003,3.0,-13.968337162654008,107.24333376040428,61.0,-0.01766190911589441,0.43555088247624235
3784,3.0380000000000003,3.0,-15.48636417528572,106.73457234218269,62.0,-0.01958133981264599,0.5062501110345599
3845,3.0380000000000003,3.0,-14.024872216892359,107.25141754688863,63.0,-0.017733393429180427,0.4313578526299762
3906,3.0380000000000003,3.0,-15.556181711274942,106.73745198450239,64.0,-0.01966961882259387,0.5046829051652878
3967,3.0380000000000003,3.0,-14.022359125167165,107.18263107123242,65.0,-0.017730215814183495,0.4283328299128253
4028,3.0380000000000003,3.0,-14.450221574171504,107.03449393902878,66.0,-0.01827121561970242,0.447715120515301
4089,3.0380000000000003,3.0,-13.803718574443794,107.25794718440682,67.0,-0.017453761323505124,0.4109215394980583
4150,3.0380000000000003,3.0,-15.647402922328286,106.60746985109179,68.0,-0.01978496116580231,0.5021030971906001
4211,3.0380000000000003,3.0,-15.713032082138685,106.56323861241258,69.0,-0.01986794428987973,0.5013540294330601
4272,3.0380000000000003,3.0,-16.324142257562563,106.39641856850639,70.0,-0.0206406470283984,0.5356125854640309
4333,3.0380000000000003,3.0,-14.448182580408641,107.01722996457566,71.0,-0.018268637465831405,0.44412489764451574
4394,3.0380000000000003,3.0,-14.010618866256197,107.14534178035997,72.0,-0.01771537114201758,0.4196150938774689
4455,3.0380000000000003,3.0,-12.417610023018728,107.72077552565999,73.0,-0.01570113157416837,0.345990879900728
4516,3.0380000000000003,3.0,-14.362482512416499,107.05591812019011,74.0,-0.018160276191724275,0.43316169292766743
3,4.9343,4.0,1672.668974342286,461.25446871090577,0.0,1.0,0.0
64,4.9343,4.0,779.7218398491824,276.2310204135183,1.0,0.46615430297903304,23.321229677025904
125,4.9343,4.0,426.7278416129952,203.04854574752042,2.0,0.2551179271922526,9.133477024464222
186,4.9343,4.0,260.1158804867446,168.3764344419996,3.0,0.15550947884893085,5.02182106847033
247,4.9343,4.0,149.20699983695877,145.3407436473883,4.0,0.08920294578646609,5.6868540559113665
308,4.9343,4.0,98.87847581723095,134.71632703735028,5.0,0.05911419254733961,4.424021623484384
369,4.9343,4.0,60.37839945518556,126.62294904145901,6.0,0.03609704034770364,4.335212871126264
430,4.9343,4.0,42.624254667642646,122.82504883034802,7.0,0.02548277951075348,3.46160602217785
491,4.9343,4.0,28.912134323833175,119.85791055866873,8.0,0.01728503055136883,2.943513439347721
552,4.9343,4.0,18.815466748812884,117.58377882334062,9.0,0.011248768906119849,2.5396785527107384
613,4.9343,4.0,13.169604385809972,116.3357432010265,10.0,0.007873407463056713,2.0934200560528704
674,4.9343,4.0,14.251343995034459,116.41020832314258,11.0,0.008520122160236912,1.458367710661076
735,4.9343,4.0,10.661957129948469,115.56791175022558,12.0,0.006374218266433071,1.2463890169892877
796,4.9343,4.0,3.9151918363118807,114.13475420274499,13.0,0.002340685393445157,1.297680430500183
857,4.9343,4.0,-4.013306936824335,112.43117410718702,14.0,-0.002399343204415217,1.455493568801616
918,4.9343,4.0,-2.66265180851672,112.59642751070258,15.0,-0.0015918581915251387,1.1761812373799296
979,4.9343,4.0,-11.39229789625016,110.66133035680363,16.0,-0.006810850246522777,1.4747533850320176
1040,4.9343,4.0,-10.79821089314314,110.56465064192389,17.0,-0.006455677159546246,1.2475889767875215
1101,4.9343,4.0,-8.364159613358044,111.01745561142111,18.0,-0.005000487090786708,0.9931302905583896
1162,4.9343,4.0,-12.858674267874443,110.03051475615258,19.0,-0.007687518848689492,1.0919457303101392
1223,4.9343,4.0,-12.918038438821911,109.92777131510226,20.0,-0.007723009535644339,1.0093102034225967
1284,4.9343,4.0,-22.25244387845296,108.0481632534991,21.0,-0.013303555108507286,1.408303416525231
1345,4.9343,4.0,-22.55927954016841,107.97058846975602,22.0,-0.01348699586482077,1.3494540195734024
1406,4.9343,4.0,-23.915675033196493,107.62036923834306,23.0,-0.014297912737097566,1.3520297061956303
1467,4.9343,4.0,-28.181392285072864,106.74125339323143,24.0,-0.016848158671774333,1.5160830242371426
1528,4.9343,4.0,-26.98702809175418,106.96799359645533,25.0,-0.016134111713506143,1.3794099516066363
1589,4.9343,4.0,-23.094628709404276,107.69941162837648,26.0,-0.013807052718536474,1.1288664578450591
1650,4.9343,4.0,-23.95855567537763,107.48964075132055,27.0,-0.014323548797094434,1.1162733123858744
1711,4.9343,4.0,-19.647399688677712,108.32115012943102,28.0,-0.011746137454605034,0.8650461694797913
