clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date
09h15m,20,0.12,2,glucose,37,O2,20180913
09h15m,20,0.12,2,glucose,37,O2,20180913
09h15m,20,0.13,2,glucose,37,O2,20180913
09h44m,49,0.18,2,glucose,37,O2,20180913
09h44m,49,0.18,2,glucose,37,O2,20180913
09h44m,49,0.19,2,glucose,37,O2,20180913
10h14m,79,0.23,2,glucose,37,O2,20180913
10h14m,79,0.24,2,glucose,37,O2,20180913
10h14m,79,0.25,2,glucose,37,O2,20180913
10h45m,110,0.33,2,glucose,37,O2,20180913
10h45m,110,0.34,2,glucose,37,O2,20180913
10h45m,110,0.34,2,glucose,37,O2,20180913
11h15m,140,0.39,2,glucose,37,O2,20180913
11h15m,140,0.42,2,glucose,37,O2,20180913
11h16m,141,0.43,2,glucose,37,O2,20180913
11h32m,157,0.46,2,glucose,37,O2,20180913
11h32m,157,0.47,2,glucose,37,O2,20180913
11h32m,157,0.48,2,glucose,37,O2,20180913
11h46m,171,0.53,2,glucose,37,O2,20180913
11h46m,171,0.54,2,glucose,37,O2,20180913
11h46m,171,0.55,2,glucose,37,O2,20180913
12h01m,186,0.57,2,glucose,37,O2,20180913
12h01m,186,0.57,2,glucose,37,O2,20180913
12h01m,186,0.58,2,glucose,37,O2,20180913
12h15m,200,0.61,2,glucose,37,O2,20180913
12h16m,201,0.61,2,glucose,37,O2,20180913
12h16m,201,0.62,2,glucose,37,O2,20180913
12h30m,215,0.65,2,glucose,37,O2,20180913
12h30m,215,0.66,2,glucose,37,O2,20180913
12h30m,215,0.67,2,glucose,37,O2,20180913
12h46m,231,0.69,2,glucose,37,O2,20180913
12h46m,231,0.67,2,glucose,37,O2,20180913
12h46m,231,0.71,2,glucose,37,O2,20180913
13h00m,245,0.77,2,glucose,37,O2,20180913
13h00m,245,0.73,2,glucose,37,O2,20180913
13h00m,245,0.74,2,glucose,37,O2,20180913
13h15m,260,0.8,2,glucose,37,O2,20180913
13h16m,261,0.81,2,glucose,37,O2,20180913
13h16m,261,0.82,2,glucose,37,O2,20180913
13h32m,277,0.88,2,glucose,37,O2,20180913
13h32m,277,0.9,2,glucose,37,O2,20180913
13h33m,278,0.9,2,glucose,37,O2,20180913
13h45m,290,0.93,2,glucose,37,O2,20180913
13h46m,291,0.94,2,glucose,37,O2,20180913
13h47m,292,0.94,2,glucose,37,O2,20180913
