strain,area_pix,mean_yfp,mean_mCherry,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val,alpha_mode,alpha_mean,alpha_median,alpha_hpd_min,alpha_hpd_max,fold_change
delta,577.0,915.8613518197574,185.93240901213173,0.0,20181022,acetate,37,O2,1,151.76032315393255,188.8781305922026,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.7474302647864766
delta,742.0,1614.5256064690027,194.32075471698113,0.0,20181022,acetate,37,O2,1,151.76032315393255,188.8781305922026,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.4407204475333486
delta,468.0,904.5747863247864,194.32692307692307,0.0,20181022,acetate,37,O2,1,151.76032315393255,188.8781305922026,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.7362305146883106
delta,569.0,1026.0720562390159,190.72231985940246,0.0,20181022,acetate,37,O2,1,151.76032315393255,188.8781305922026,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.8567932369136949
delta,412.0,868.2160194174758,193.9733009708738,0.0,20181022,acetate,37,O2,1,151.76032315393255,188.8781305922026,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.7001514166295796
delta,726.0,1450.8870523415978,182.92011019283746,0.0,20181022,acetate,37,O2,1,151.76032315393255,188.8781305922026,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.2783405886233232
delta,527.0,981.618595825427,177.21062618595826,0.0,20181022,acetate,37,O2,1,151.76032315393255,188.8781305922026,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.8126817091107731
delta,328.0,1052.3689024390244,185.3689024390244,0.0,20181022,acetate,37,O2,1,152.39531107611487,187.31891513445458,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.8828878097880767
delta,538.0,1410.685873605948,191.95539033457248,0.0,20181022,acetate,37,O2,1,152.39531107611487,187.31891513445458,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.238448634273561
delta,418.0,1154.177033492823,194.87799043062202,0.0,20181022,acetate,37,O2,1,152.39531107611487,187.31891513445458,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.983912840500204
delta,465.0,1260.4279569892474,191.98494623655915,0.0,20181022,acetate,37,O2,1,152.39531107611487,187.31891513445458,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.089346490035976
delta,537.0,1292.9255121042831,190.14897579143388,0.0,20181022,acetate,37,O2,1,152.39531107611487,187.31891513445458,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.121594076447622
delta,472.0,1799.2627118644068,190.65889830508473,0.0,20181022,acetate,37,O2,1,152.39531107611487,187.31891513445458,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.6240365692719752
delta,609.0,1791.0689655172414,187.89983579638752,0.0,20181022,acetate,37,O2,1,152.39531107611487,187.31891513445458,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.6159058485937579
delta,673.0,1511.8053491827638,171.4517087667162,0.0,20181022,acetate,37,O2,1,152.39531107611487,187.31891513445458,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.3387903065938571
delta,420.0,873.6595238095238,186.59285714285716,0.0,20181022,acetate,37,O2,1,153.20990439470657,187.73633625997425,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.7055530500030245
delta,367.0,939.6130790190736,182.38692098092642,0.0,20181022,acetate,37,O2,1,153.20990439470657,187.73633625997425,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.7709992955204659
delta,613.0,1550.0391517128874,189.91027732463294,0.0,20181022,acetate,37,O2,1,153.20990439470657,187.73633625997425,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.3767300176450898
delta,447.0,1380.3557046979865,198.80313199105146,0.0,20181022,acetate,37,O2,1,153.20990439470657,187.73633625997425,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.2083517627003892
delta,484.0,2114.3512396694214,197.6611570247934,0.0,20181022,acetate,37,O2,1,153.20990439470657,187.73633625997425,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.9367014602689392
delta,421.0,1225.9287410926365,202.51543942992873,0.0,20181022,acetate,37,O2,1,153.20990439470657,187.73633625997425,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.0551126394640833
delta,502.0,940.7988047808765,182.22111553784862,0.0,20181022,acetate,37,O2,1,153.20990439470657,187.73633625997425,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.772175900770581
delta,513.0,1520.729044834308,189.80311890838206,0.0,20181022,acetate,37,O2,1,153.20990439470657,187.73633625997425,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.3476453618623458
delta,505.0,1132.8554455445544,185.82178217821783,0.0,20181022,acetate,37,O2,1,153.20990439470657,187.73633625997425,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.9627552565723847
delta,365.0,1333.427397260274,299.8684931506849,0.0,20181022,acetate,37,O2,1,153.1272286089127,297.2724264283134,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.1617844242069855
delta,469.0,1225.944562899787,299.7761194029851,0.0,20181022,acetate,37,O2,1,153.1272286089127,297.2724264283134,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.0551283395711055
delta,337.0,1107.1632047477744,313.91691394658756,0.0,20181022,acetate,37,O2,1,153.1272286089127,297.2724264283134,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.9372606385228058
delta,413.0,1210.9806295399517,309.9346246973366,0.0,20181022,acetate,37,O2,1,153.1272286089127,297.2724264283134,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.040279507639865
delta,397.0,898.0453400503778,297.8765743073048,0.0,20181022,acetate,37,O2,1,153.1272286089127,297.2724264283134,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.7297512924142396
delta,327.0,1075.2844036697247,302.3272171253823,0.0,20181022,acetate,37,O2,1,153.1272286089127,297.2724264283134,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.9056270467395138
delta,345.0,887.7710144927536,287.3101449275362,0.0,20181022,acetate,37,O2,1,153.1272286089127,297.2724264283134,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.7195559961813985
delta,337.0,1250.3560830860533,296.8249258160237,0.0,20181022,acetate,37,O2,1,153.1272286089127,297.2724264283134,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.0793520882149548
delta,644.0,1933.3214285714287,298.68167701863354,0.0,20181022,acetate,37,O2,1,153.1272286089127,297.2724264283134,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.7570641166041088
delta,449.0,1025.8307349665924,179.29398663697106,0.0,20181022,acetate,37,O2,1,154.32814527933277,189.11170600942467,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.8565537718660046
delta,571.0,1180.7793345008756,182.04553415061295,0.0,20181022,acetate,37,O2,1,154.32814527933277,189.11170600942467,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,1.0103105186476558
delta,438.0,784.2739726027397,184.24429223744292,0.0,20181022,acetate,37,O2,1,154.32814527933277,189.11170600942467,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.616855045605773
delta,490.0,697.2897959183673,178.94489795918366,0.0,20181022,acetate,37,O2,1,154.32814527933277,189.11170600942467,1649.4334382746688,1649.4334382746688,1647.0698085543654,1435.5404651362214,1858.5277533504045,0.5305399445421438
