clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date,,,,,
09h15m,0,0.09,1,glycerol,37,O2,20180925,,,,,
09h15m,0,0.09,1,glycerol,37,O2,20180925,,,,,
09h15m,0,0.09,1,glycerol,37,O2,20180925,,,,,
09h45m,30,0.12,1,glycerol,37,O2,20180925,,,,,
09h45m,30,0.12,1,glycerol,37,O2,20180925,,,,,
09h45m,30,0.12,1,glycerol,37,O2,20180925,,,,,
10h15m,60,0.14,1,glycerol,37,O2,20180925,,,,,
10h15m,60,0.14,1,glycerol,37,O2,20180925,,,,,
10h15m,60,0.14,1,glycerol,37,O2,20180925,,,,,
10h47m,92,0.18,1,glycerol,37,O2,20180925,,,,,
10h47m,92,0.18,1,glycerol,37,O2,20180925,,,,,
10h47m,92,0.18,1,glycerol,37,O2,20180925,,,,,
11h15m,120,0.21,1,glycerol,37,O2,20180925,,,,,
11h15m,120,0.21,1,glycerol,37,O2,20180925,,,,,
11h15m,120,0.21,1,glycerol,37,O2,20180925,,,,,
11h44m,149,0.23,1,glycerol,37,O2,20180925,,,,,
11h44m,149,0.23,1,glycerol,37,O2,20180925,,,,,
11h44m,149,0.23,1,glycerol,37,O2,20180925,,,,,   
12h15m,180,0.27,1,glycerol,37,O2,20180925,,,,,
12h15m,180,0.27,1,glycerol,37,O2,20180925,,,,,
12h15m,180,0.27,1,glycerol,37,O2,20180925,,,,,
12h44m,209,0.33,1,glycerol,37,O2,20180925,,,,,
12h44m,209,0.33,1,glycerol,37,O2,20180925,,,,,
12h44m,209,0.33,1,glycerol,37,O2,20180925,,,,,
13h16m,241,0.4,1,glycerol,37,O2,20180925,,,,,
13h16m,241,0.4,1,glycerol,37,O2,20180925,,,,,
13h16m,241,0.4,1,glycerol,37,O2,20180925,,,,,
13h46m,271,0.46,1,glycerol,37,O2,20180925,,,,,
13h46m,271,0.46,1,glycerol,37,O2,20180925,,,,,
13h46m,271,0.46,1,glycerol,37,O2,20180925,,,,,
14h14m,299,0.52,1,glycerol,37,O2,20180925,,,,,
14h14m,299,0.52,1,glycerol,37,O2,20180925,,,,,
14h14m,299,0.52,1,glycerol,37,O2,20180925,,,,,
14h45m,330,0.6,1,glycerol,37,O2,20180925,,,,,
14h45m,330,0.6,1,glycerol,37,O2,20180925,,,,,
14h45m,330,0.6,1,glycerol,37,O2,20180925,,,,,
15h14m,359,0.65,1,glycerol,37,O2,20180925,,,,,
15h14m,359,0.65,1,glycerol,37,O2,20180925,,,,,
15h14m,359,0.65,1,glycerol,37,O2,20180925,,,,,
15h45m,390,0.72,1,glycerol,37,O2,20180925,,,,,
15h45m,390,0.72,1,glycerol,37,O2,20180925,,,,,
15h45m,390,0.72,1,glycerol,37,O2,20180925,,,,,
16h15m,420,0.79,1,glycerol,37,O2,20180925,,,,,
16h15m,420,0.79,1,glycerol,37,O2,20180925,,,,,
16h15m,420,0.79,1,glycerol,37,O2,20180925,,,,,
16h48m,453,0.86,1,glycerol,37,O2,20180925,,,,,
16h48m,453,0.86,1,glycerol,37,O2,20180925,,,,,
16h48m,453,0.86,1,glycerol,37,O2,20180925,,,,,
17h15m,480,0.89,1,glycerol,37,O2,20180925,,,,,
17h15m,480,0.89,1,glycerol,37,O2,20180925,,,,,
17h15m,480,0.89,1,glycerol,37,O2,20180925,,,,,
17h45m,510,0.96,1,glycerol,37,O2,20180925,,,,,
17h45m,510,0.96,1,glycerol,37,O2,20180925,,,,,
17h45m,510,0.96,1,glycerol,37,O2,20180925,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,        
