clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date
09h55m,65,0.06,2,glucose,37,O2,20180917
09h55m,65,0.07,2,glucose,37,O2,20180917
09h55m,65,0.07,2,glucose,37,O2,20180917
10h30m,100,0.13,2,glucose,37,O2,20180917
10h30m,100,0.14,2,glucose,37,O2,20180917
10h30m,100,0.14,2,glucose,37,O2,20180917
11h01m,131,0.21,2,glucose,37,O2,20180917
11h01m,131,0.2,2,glucose,37,O2,20180917
11h01m,131,0.21,2,glucose,37,O2,20180917
11h31m,161,0.26,2,glucose,37,O2,20180917
11h31m,161,0.29,2,glucose,37,O2,20180917
11h31m,161,0.3,2,glucose,37,O2,20180917
12h02m,192,0.39,2,glucose,37,O2,20180917
12h02m,192,0.4,2,glucose,37,O2,20180917
12h02m,192,0.41,2,glucose,37,O2,20180917
12h17m,207,0.44,2,glucose,37,O2,20180917
12h17m,207,0.44,2,glucose,37,O2,20180917
12h17m,207,0.45,2,glucose,37,O2,20180917
12h37m,227,0.49,2,glucose,37,O2,20180917
12h59m,249,0.56,2,glucose,37,O2,20180917
12h59m,249,0.57,2,glucose,37,O2,20180917
12h59m,249,0.58,2,glucose,37,O2,20180917
13h15m,265,0.64,2,glucose,37,O2,20180917
13h15m,265,0.64,2,glucose,37,O2,20180917
13h15m,265,0.65,2,glucose,37,O2,20180917
13h32m,282,0.67,2,glucose,37,O2,20180917
13h32m,282,0.69,2,glucose,37,O2,20180917
13h32m,282,0.69,2,glucose,37,O2,20180917
13h46m,296,0.71,2,glucose,37,O2,20180917
13h47m,297,0.72,2,glucose,37,O2,20180917
13h47m,297,0.76,2,glucose,37,O2,20180917
14h01m,311,0.78,2,glucose,37,O2,20180917
14h01m,311,0.78,2,glucose,37,O2,20180917
14h01m,311,0.79,2,glucose,37,O2,20180917
14h17m,317,0.83,2,glucose,37,O2,20180917
14h17m,317,0.8,2,glucose,37,O2,20180917
14h17m,317,0.82,2,glucose,37,O2,20180917
14h32m,332,0.85,2,glucose,37,O2,20180917
14h33m,332,0.84,2,glucose,37,O2,20180917
14h33m,332,0.85,2,glucose,37,O2,20180917
