atc_conc_ngmL,mean_repressors,mean_yfp,fold_change
1.0,12.03555635300431,-163551.0107224809,3.0956496761449457
2.0,23.71826999595626,-152432.81870034093,2.8852075187983512
3.0,49.98857850369065,-154621.8741449731,2.9266413732777807
4.0,74.49784061805066,-122535.49115836254,2.319318919797458
6.0,136.3873599891369,-151824.1507258507,2.873686814586332
10.0,234.97067795730788,-140773.30321418098,2.6645193360760615
