time_min,temp_C,well_id,od_600nm,strain,carbon,date,run_number,blank_val,od_sub
6.166666666666668,34.7,5,0.083,blank,blank,20190206,1,0.08035416666666668,0.0026458333333333195
13.166666666666664,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08012500000000003,0.00187499999999996
20.166666666666668,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000002,0.001812499999999967
27.16666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.0802291666666667,0.001770833333333291
34.166666666666664,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08014583333333337,0.0018541666666666151
41.16666666666666,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08014583333333336,0.001854166666666629
48.16666666666666,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08012500000000003,0.00187499999999996
55.16666666666666,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.0801041666666667,0.001895833333333291
62.16666666666666,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
69.16666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08025000000000003,0.00174999999999996
76.16666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
83.16666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08029166666666669,0.0017083333333332978
90.16666666666669,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
97.16666666666669,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08014583333333337,0.0018541666666666151
104.16666666666669,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.0802291666666667,0.001770833333333291
111.16666666666669,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08027083333333336,0.0017291666666666289
118.16666666666669,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
125.16666666666669,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
132.16666666666666,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
139.16666666666666,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08025000000000003,0.00174999999999996
146.16666666666666,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.0802291666666667,0.001770833333333291
153.16666666666666,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.0802291666666667,0.001770833333333291
160.16666666666666,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08027083333333336,0.0017291666666666289
167.16666666666666,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.0801666666666667,0.001833333333333284
174.16666666666663,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
181.16666666666663,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08033333333333337,0.0016666666666666219
188.16666666666663,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
195.16666666666663,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
202.16666666666663,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
209.16666666666663,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
216.16666666666663,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08029166666666669,0.0017083333333332978
223.16666666666663,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08025000000000003,0.00174999999999996
230.16666666666663,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
237.16666666666663,36.9,5,0.08199999999999999,blank,blank,20190206,1,0.0802291666666667,0.001770833333333291
244.16666666666663,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.0802291666666667,0.001770833333333291
251.16666666666663,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08014583333333337,0.0018541666666666151
258.1666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08025000000000003,0.00174999999999996
265.1666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08008333333333337,0.0019166666666666221
272.1666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08025000000000003,0.00174999999999996
279.1666666666667,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
286.1666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
293.1666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
300.1666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.0802291666666667,0.001770833333333291
307.1666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08012500000000004,0.0018749999999999462
314.1666666666667,36.9,5,0.08199999999999999,blank,blank,20190206,1,0.08027083333333336,0.0017291666666666289
321.1666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08014583333333337,0.0018541666666666151
328.1666666666667,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.0802291666666667,0.001770833333333291
335.1666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
342.1666666666667,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08012500000000004,0.0018749999999999462
349.16666666666674,36.9,5,0.08199999999999999,blank,blank,20190206,1,0.0801666666666667,0.001833333333333284
356.16666666666674,36.9,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
363.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08025000000000003,0.00174999999999996
370.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08012500000000004,0.0018749999999999462
377.16666666666674,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
384.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.0801666666666667,0.001833333333333284
391.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.0802291666666667,0.001770833333333291
398.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
405.16666666666674,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08014583333333337,0.0018541666666666151
412.16666666666674,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.0801666666666667,0.001833333333333284
419.16666666666674,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
426.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.0802291666666667,0.001770833333333291
433.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
440.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08014583333333337,0.0018541666666666151
447.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
454.16666666666674,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
461.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
468.16666666666674,36.9,5,0.08199999999999999,blank,blank,20190206,1,0.0801666666666667,0.001833333333333284
475.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.0801666666666667,0.001833333333333284
482.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.0801666666666667,0.001833333333333284
489.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08014583333333337,0.0018541666666666151
496.16666666666674,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08020833333333337,0.001791666666666622
503.16666666666674,37.1,5,0.08199999999999999,blank,blank,20190206,1,0.08018750000000004,0.001812499999999953
510.16666666666674,37.0,5,0.08199999999999999,blank,blank,20190206,1,0.08014583333333337,0.0018541666666666151
