parameter,value,well_id,carbon,strain
max df,0.01173376933057117,27,glucose,manuel_delta
lag time stderr,0.21326279336125667,27,glucose,manuel_delta
lag time,210.71315061854827,27,glucose,manuel_delta
max y stderr,0.0002544475271421652,27,glucose,manuel_delta
max y std,0.0025444752714216517,27,glucose,manuel_delta
max y,0.15894750430964222,27,glucose,manuel_delta
inverse max df stderr,0.05989132488022815,27,glucose,manuel_delta
lag time std,2.1326279336125666,27,glucose,manuel_delta
inverse max df,59.078914248492694,27,glucose,manuel_delta
time of max df stderr,0.49867323970712524,27,glucose,manuel_delta
time of max df std,4.986732397071252,27,glucose,manuel_delta
time of max df,300.51666666666665,27,glucose,manuel_delta
max df stderr,1.1884829310577249e-05,27,glucose,manuel_delta
max df std,0.0001188482931057725,27,glucose,manuel_delta
inverse max df std,0.5989132488022815,27,glucose,manuel_delta
max df std,0.00017237177560405762,28,glucose,manuel_delta
max df stderr,1.723717756040576e-05,28,glucose,manuel_delta
time of max df,328.65666666666664,28,glucose,manuel_delta
time of max df std,3.8665100542996136,28,glucose,manuel_delta
time of max df stderr,0.38665100542996134,28,glucose,manuel_delta
max y,0.15874190396917912,28,glucose,manuel_delta
inverse max df std,0.8121395599994335,28,glucose,manuel_delta
inverse max df stderr,0.08121395599994335,28,glucose,manuel_delta
max y std,0.0020996361366340814,28,glucose,manuel_delta
max y stderr,0.00020996361366340814,28,glucose,manuel_delta
max df,0.012139048904747443,28,glucose,manuel_delta
inverse max df,57.11214708099368,28,glucose,manuel_delta
lag time stderr,0.19577759453884794,28,glucose,manuel_delta
lag time std,1.9577759453884793,28,glucose,manuel_delta
lag time,219.1353861030362,28,glucose,manuel_delta
max df,0.011814142766348335,29,glucose,manuel_delta
max df std,9.805489566110485e-05,29,glucose,manuel_delta
max df stderr,9.805489566110485e-06,29,glucose,manuel_delta
time of max df,298.13666666666666,29,glucose,manuel_delta
time of max df std,4.674302086943034,29,glucose,manuel_delta
time of max df stderr,0.4674302086943034,29,glucose,manuel_delta
inverse max df std,0.48738116885922605,29,glucose,manuel_delta
inverse max df stderr,0.048738116885922604,29,glucose,manuel_delta
max y,0.1587256043226719,29,glucose,manuel_delta
max y std,0.0020783364430994153,29,glucose,manuel_delta
max y stderr,0.00020783364430994154,29,glucose,manuel_delta
lag time,210.20829781234698,29,glucose,manuel_delta
lag time std,1.5702987993948316,29,glucose,manuel_delta
inverse max df,58.675011717819004,29,glucose,manuel_delta
lag time stderr,0.15702987993948317,29,glucose,manuel_delta
lag time std,1.2093766539500614,30,glucose,manuel_delta
lag time stderr,0.12093766539500614,30,glucose,manuel_delta
lag time,204.86743632095724,30,glucose,manuel_delta
max y stderr,0.0002306305682463572,30,glucose,manuel_delta
max y std,0.002306305682463572,30,glucose,manuel_delta
inverse max df stderr,0.05397491610901003,30,glucose,manuel_delta
inverse max df std,0.5397491610901003,30,glucose,manuel_delta
max y,0.15918813143402288,30,glucose,manuel_delta
time of max df stderr,0.8540000000000008,30,glucose,manuel_delta
time of max df std,8.540000000000008,30,glucose,manuel_delta
time of max df,268.94666666666666,30,glucose,manuel_delta
max df stderr,1.3890399596885479e-05,30,glucose,manuel_delta
max df std,0.0001389039959688548,30,glucose,manuel_delta
max df,0.013365538040037858,30,glucose,manuel_delta
inverse max df,51.86638526343032,30,glucose,manuel_delta
time of max df std,5.632716928800878,31,glucose,manuel_delta
max df,0.011869403267619132,31,glucose,manuel_delta
max df std,0.00010711185848039827,31,glucose,manuel_delta
max df stderr,1.0711185848039828e-05,31,glucose,manuel_delta
time of max df,291.4166666666667,31,glucose,manuel_delta
time of max df stderr,0.5632716928800878,31,glucose,manuel_delta
lag time stderr,0.17984231922553284,31,glucose,manuel_delta
inverse max df std,0.5257169577639492,31,glucose,manuel_delta
inverse max df stderr,0.05257169577639492,31,glucose,manuel_delta
max y,0.16435889250620078,31,glucose,manuel_delta
max y std,0.002213445339273159,31,glucose,manuel_delta
max y stderr,0.0002213445339273159,31,glucose,manuel_delta
lag time,208.64952127088276,31,glucose,manuel_delta
inverse max df,58.402555918382085,31,glucose,manuel_delta
lag time std,1.7984231922553284,31,glucose,manuel_delta
lag time stderr,0.1589590350357161,32,glucose,manuel_delta
lag time,217.59904829651674,32,glucose,manuel_delta
max df,0.011609814632904211,32,glucose,manuel_delta
max df std,0.00011959702412831484,32,glucose,manuel_delta
max df stderr,1.1959702412831484e-05,32,glucose,manuel_delta
time of max df,318.57666666666665,32,glucose,manuel_delta
time of max df std,4.711889217712998,32,glucose,manuel_delta
lag time std,1.589590350357161,32,glucose,manuel_delta
time of max df stderr,0.4711889217712998,32,glucose,manuel_delta
inverse max df,59.70989798295416,32,glucose,manuel_delta
inverse max df std,0.6160229015728285,32,glucose,manuel_delta
inverse max df stderr,0.061602290157282844,32,glucose,manuel_delta
max y,0.16914449887209848,32,glucose,manuel_delta
max y std,0.002342963247264066,32,glucose,manuel_delta
max y stderr,0.0002342963247264066,32,glucose,manuel_delta
max df std,0.00012671214309781088,33,glucose,manuel_delta
lag time stderr,0.1703191846134602,33,glucose,manuel_delta
lag time std,1.703191846134602,33,glucose,manuel_delta
lag time,211.7429291268667,33,glucose,manuel_delta
max y stderr,0.00020582400864620158,33,glucose,manuel_delta
max y std,0.0020582400864620157,33,glucose,manuel_delta
max y,0.15753317408347153,33,glucose,manuel_delta
inverse max df stderr,0.06167644139428049,33,glucose,manuel_delta
inverse max df,58.00915070636182,33,glucose,manuel_delta
time of max df stderr,0.39665980386220134,33,glucose,manuel_delta
time of max df std,3.9665980386220134,33,glucose,manuel_delta
time of max df,297.8566666666667,33,glucose,manuel_delta
max df stderr,1.2671214309781087e-05,33,glucose,manuel_delta
max df,0.011950275350450788,33,glucose,manuel_delta
inverse max df std,0.6167644139428049,33,glucose,manuel_delta
max df,0.012280516138962094,34,glucose,manuel_delta
lag time,211.2695917371472,34,glucose,manuel_delta
max y stderr,0.00022763654428895177,34,glucose,manuel_delta
max y std,0.002276365442889518,34,glucose,manuel_delta
max y,0.15808764301602207,34,glucose,manuel_delta
inverse max df stderr,0.23161986216949573,34,glucose,manuel_delta
inverse max df std,2.3161986216949573,34,glucose,manuel_delta
inverse max df,56.54494393530009,34,glucose,manuel_delta
time of max df stderr,6.821233319569127,34,glucose,manuel_delta
time of max df std,68.21233319569127,34,glucose,manuel_delta
time of max df,283.9266666666666,34,glucose,manuel_delta
max df stderr,5.422877195239839e-05,34,glucose,manuel_delta
max df std,0.0005422877195239839,34,glucose,manuel_delta
lag time std,7.739424560374574,34,glucose,manuel_delta
lag time stderr,0.7739424560374574,34,glucose,manuel_delta
