clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date
09h40m,50,0.06,1,glucose,37,O2,20180911
09h41m,51,0.07,1,glucose,37,O2,20180911
09h41m,51,0.07,1,glucose,37,O2,20180911
10h11m,81,0.17,1,glucose,37,O2,20180911
10h11m,81,0.18,1,glucose,37,O2,20180911
10h11m,81,0.19,1,glucose,37,O2,20180911
10h41m,111,0.17,1,glucose,37,O2,20180911
10h41m,111,0.18,1,glucose,37,O2,20180911
10h41m,111,0.18,1,glucose,37,O2,20180911
11h10m,140,0.22,1,glucose,37,O2,20180911
11h10m,140,0.24,1,glucose,37,O2,20180911
11h10m,140,0.24,1,glucose,37,O2,20180911
11h39m,169,0.33,1,glucose,37,O2,20180911
11h39m,169,0.34,1,glucose,37,O2,20180911
11h39m,169,0.35,1,glucose,37,O2,20180911
11h55m,185,0.41,1,glucose,37,O2,20180911
11h56m,186,0.42,1,glucose,37,O2,20180911
11h56m,186,0.42,1,glucose,37,O2,20180911
12h12m,202,0.46,1,glucose,37,O2,20180911
12h12m,202,0.46,1,glucose,37,O2,20180911
12h12m,202,0.47,1,glucose,37,O2,20180911
12h24m,214,0.5,1,glucose,37,O2,20180911
12h24m,214,0.5,1,glucose,37,O2,20180911
12h24m,214,0.51,1,glucose,37,O2,20180911
12h44m,234,0.54,1,glucose,37,O2,20180911
12h44m,234,0.55,1,glucose,37,O2,20180911
12h45m,235,0.59,1,glucose,37,O2,20180911
12h55m,245,0.63,1,glucose,37,O2,20180911
12h56m,246,0.63,1,glucose,37,O2,20180911
12h56m,246,0.65,1,glucose,37,O2,20180911
13h11m,261,0.69,1,glucose,37,O2,20180911
13h11m,261,0.69,1,glucose,37,O2,20180911
13h11m,261,0.71,1,glucose,37,O2,20180911
13h26m,275,0.76,1,glucose,37,O2,20180911
13h27m,276,0.76,1,glucose,37,O2,20180911
13h27m,276,0.79,1,glucose,37,O2,20180911
