parameter,value,well_id,carbon,strain
max df,0.026941166169580553,38,LB,geneva_LE
lag time stderr,0.06737600719496566,38,LB,geneva_LE
lag time std,0.6737600719496566,38,LB,geneva_LE
lag time,86.12384976274949,38,LB,geneva_LE
max y stderr,0.0003237318162569157,38,LB,geneva_LE
max y,0.30727483122465654,38,LB,geneva_LE
inverse max df stderr,0.018429838342449288,38,LB,geneva_LE
max y std,0.003237318162569157,38,LB,geneva_LE
inverse max df,25.729502319066427,38,LB,geneva_LE
time of max df stderr,0.11941105476462385,38,LB,geneva_LE
time of max df std,1.1941105476462386,38,LB,geneva_LE
time of max df,166.95666666666668,38,LB,geneva_LE
max df stderr,1.932662657319275e-05,38,LB,geneva_LE
max df std,0.00019326626573192747,38,LB,geneva_LE
inverse max df std,0.18429838342449287,38,LB,geneva_LE
max y,0.3074083138152567,39,LB,geneva_LE
lag time stderr,0.10567201994977722,39,LB,geneva_LE
lag time std,1.0567201994977722,39,LB,geneva_LE
lag time,91.48091602422353,39,LB,geneva_LE
max y stderr,0.0003638181273766824,39,LB,geneva_LE
max y std,0.003638181273766824,39,LB,geneva_LE
inverse max df stderr,0.028230570794952753,39,LB,geneva_LE
inverse max df std,0.28230570794952753,39,LB,geneva_LE
inverse max df,25.233211638366978,39,LB,geneva_LE
time of max df stderr,0.3474708620877426,39,LB,geneva_LE
time of max df std,3.4747086208774256,39,LB,geneva_LE
time of max df,171.0866666666667,39,LB,geneva_LE
max df stderr,3.073794191019344e-05,39,LB,geneva_LE
max df std,0.00030737941910193435,39,LB,geneva_LE
max df,0.027473076265469146,39,LB,geneva_LE
max df stderr,2.775918899938519e-05,40,LB,geneva_LE
time of max df,171.0866666666667,40,LB,geneva_LE
time of max df std,3.4747086208774256,40,LB,geneva_LE
time of max df stderr,0.3474708620877426,40,LB,geneva_LE
inverse max df,26.072045220051137,40,LB,geneva_LE
inverse max df std,0.2717385101927929,40,LB,geneva_LE
max y stderr,0.0004174040294284211,40,LB,geneva_LE
max y,0.31669850009677397,40,LB,geneva_LE
max y std,0.004174040294284211,40,LB,geneva_LE
max df std,0.0002775918899938519,40,LB,geneva_LE
lag time,91.6730379172285,40,LB,geneva_LE
lag time std,1.0324585079511084,40,LB,geneva_LE
lag time stderr,0.10324585079511084,40,LB,geneva_LE
inverse max df stderr,0.02717385101927929,40,LB,geneva_LE
max df,0.02658873116008407,40,LB,geneva_LE
inverse max df std,0.2044225844860498,41,LB,geneva_LE
lag time std,0.8282896540350594,41,LB,geneva_LE
lag time stderr,0.08282896540350594,41,LB,geneva_LE
max df,0.02682995842341032,41,LB,geneva_LE
max df std,0.00021265885560382703,41,LB,geneva_LE
max df stderr,2.12658855603827e-05,41,LB,geneva_LE
time of max df,169.19666666666672,41,LB,geneva_LE
time of max df stderr,0.31763343652707465,41,LB,geneva_LE
time of max df std,3.1763343652707468,41,LB,geneva_LE
inverse max df stderr,0.02044225844860498,41,LB,geneva_LE
max y,0.3172583868778142,41,LB,geneva_LE
max y std,0.003599171446029634,41,LB,geneva_LE
max y stderr,0.0003599171446029634,41,LB,geneva_LE
lag time,89.06785286259864,41,LB,geneva_LE
inverse max df,25.836441490497474,41,LB,geneva_LE
lag time,98.11419913142664,42,LB,geneva_LE
inverse max df stderr,0.1185464264551851,42,LB,geneva_LE
max y stderr,0.0029880296765634664,42,LB,geneva_LE
max y std,0.029880296765634664,42,LB,geneva_LE
max y,0.3467285008248955,42,LB,geneva_LE
inverse max df std,1.185464264551851,42,LB,geneva_LE
max df,0.024310839460802182,42,LB,geneva_LE
time of max df stderr,0.8964373932405978,42,LB,geneva_LE
time of max df std,8.964373932405978,42,LB,geneva_LE
time of max df,169.96666666666673,42,LB,geneva_LE
max df stderr,0.00010170609065698634,42,LB,geneva_LE
max df std,0.0010170609065698634,42,LB,geneva_LE
lag time std,5.699502955287299,42,LB,geneva_LE
inverse max df,28.56135418585412,42,LB,geneva_LE
lag time stderr,0.5699502955287299,42,LB,geneva_LE
