atc_conc_ngmL,mean_repressors,mean_yfp,fold_change
1.0,39.78288558092279,52146.20796786015,
2.0,50.72879263019102,37325.96556410611,
3.0,48.17252084097262,34011.64646979033,
4.0,64.5204813231137,28757.168913164413,
6.0,73.2968928885243,23972.997169099144,
8.0,94.78094922595749,32984.487604619964,
