clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date
11h33m,68,0.08,1,glycerol,37,O2,20180619
11h33m,68,0.08,1,glycerol,37,O2,20180619
11h34m,69,0.09,1,glycerol,37,O2,20180619
12h04m,99,0.1,1,glycerol,37,O2,20180619
12h04m,99,0.09,1,glycerol,37,O2,20180619
12h05m,100,0.1,1,glycerol,37,O2,20180619
12h33m,128,0.11,1,glycerol,37,O2,20180619
12h34m,129,0.15,1,glycerol,37,O2,20180619
12h35m,130,0.13,1,glycerol,37,O2,20180619
13h00m,155,0.13,1,glycerol,37,O2,20180619
13h00m,155,0.13,1,glycerol,37,O2,20180619
13h01m,156,0.13,1,glycerol,37,O2,20180619
13h31m,186,0.15,1,glycerol,37,O2,20180619
13h32m,187,0.16,1,glycerol,37,O2,20180619
13h32m,187,0.17,1,glycerol,37,O2,20180619
14h03m,218,0.2,1,glycerol,37,O2,20180619
14h03m,218,0.2,1,glycerol,37,O2,20180619
14h04m,219,0.18,1,glycerol,37,O2,20180619
14h32m,247,0.23,1,glycerol,37,O2,20180619
14h32m,247,0.22,1,glycerol,37,O2,20180619
14h33m,248,0.23,1,glycerol,37,O2,20180619
15h06m,281,0.28,1,glycerol,37,O2,20180619
15h06m,281,0.29,1,glycerol,37,O2,20180619
15h07m,282,0.27,1,glycerol,37,O2,20180619
15h34m,309,0.34,1,glycerol,37,O2,20180619
15h35m,310,0.34,1,glycerol,37,O2,20180619
15h35m,310,0.33,1,glycerol,37,O2,20180619
16h03m,338,0.35,1,glycerol,37,O2,20180619
16h04m,339,0.39,1,glycerol,37,O2,20180619
16h05m,340,0.36,1,glycerol,37,O2,20180619
16h32m,367,0.38,1,glycerol,37,O2,20180619
16h33m,368,0.4,1,glycerol,37,O2,20180619
16h34m,369,0.42,1,glycerol,37,O2,20180619
17h00m,395,0.47,1,glycerol,37,O2,20180619
17h01m,396,0.47,1,glycerol,37,O2,20180619
17h01m,396,0.44,1,glycerol,37,O2,20180619
17h30m,425,0.51,1,glycerol,37,O2,20180619
17h31m,426,0.55,1,glycerol,37,O2,20180619
17h31m,426,0.51,1,glycerol,37,O2,20180619
18h00m,455,0.62,1,glycerol,37,O2,20180619
18h00m,455,0.6,1,glycerol,37,O2,20180619
18h00m,455,0.63,1,glycerol,37,O2,20180619
18h31m,486,0.7,1,glycerol,37,O2,20180619
18h31m,486,0.63,1,glycerol,37,O2,20180619
18h31m,486,0.67,1,glycerol,37,O2,20180619
19h00m,515,0.68,1,glycerol,37,O2,20180619
19h01m,516,0.67,1,glycerol,37,O2,20180619
19h01m,516,0.72,1,glycerol,37,O2,20180619
19h30m,545,0.69,1,glycerol,37,O2,20180619
19h33m,548,0.74,1,glycerol,37,O2,20180619
19h34m,549,0.87,1,glycerol,37,O2,20180619
20h01m,576,0.84,1,glycerol,37,O2,20180619
20h01m,576,0.67,1,glycerol,37,O2,20180619
20h01m,576,0.69,1,glycerol,37,O2,20180619
20h32m,607,0.76,1,glycerol,37,O2,20180619
20h33m,608,0.69,1,glycerol,37,O2,20180619
20h33m,608,0.86,1,glycerol,37,O2,20180619
