strain,area_pix,mean_yfp,mean_mCherry,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val,alpha_mode,alpha_mean,alpha_median,alpha_hpd_min,alpha_hpd_max,fold_change
delta,703.0,1481.4196301564723,190.5448079658606,0.0,20190103,glucose,37,O2,1,,,888.4304365823178,888.4304365823178,893.5605373102425,719.9457938096906,1090.220455318515,1.092020419710021
delta,578.0,2019.666089965398,183.24048442906573,0.0,20190103,glucose,37,O2,1,,,888.4304365823178,888.4304365823178,893.5605373102425,719.9457938096906,1090.220455318515,1.544225799654528
delta,397.0,1569.4685138539044,185.23173803526447,0.0,20190103,glucose,37,O2,1,,,888.4304365823178,888.4304365823178,893.5605373102425,719.9457938096906,1090.220455318515,1.1659942994829071
delta,436.0,895.4357798165138,184.12155963302752,0.0,20190103,glucose,37,O2,1,,,888.4304365823178,888.4304365823178,893.5605373102425,719.9457938096906,1090.220455318515,0.5997086824839292
delta,692.0,1678.1257225433526,178.16329479768785,0.0,20190103,glucose,37,O2,1,,,888.4304365823178,888.4304365823178,893.5605373102425,719.9457938096906,1090.220455318515,1.2572821722476704
delta,512.0,892.646484375,188.884765625,0.0,20190103,glucose,37,O2,1,,,888.4304365823178,888.4304365823178,893.5605373102425,719.9457938096906,1090.220455318515,0.5973652682692681
delta,583.0,1551.106346483705,182.9245283018868,0.0,20190103,glucose,37,O2,1,,,888.4304365823178,888.4304365823178,893.5605373102425,719.9457938096906,1090.220455318515,1.1505674058713942
delta,531.0,1253.8210922787193,183.03201506591338,0.0,20190103,glucose,37,O2,1,,,888.4304365823178,888.4304365823178,893.5605373102425,719.9457938096906,1090.220455318515,0.9008045158797201
delta,622.0,1656.6639871382636,190.52733118971062,0.0,20190103,glucose,37,O2,1,,,888.4304365823178,888.4304365823178,893.5605373102425,719.9457938096906,1090.220455318515,1.2392511902760064
delta,458.0,1492.1899563318777,193.92576419213975,0.0,20190103,glucose,37,O2,1,,,888.4304365823178,888.4304365823178,893.5605373102425,719.9457938096906,1090.220455318515,1.1010690615571117
