alpha,log_prob
553.3032394571786,-3439.639304677175
545.530046250546,-3439.2429441658014
504.89708458915885,-3439.5991047498005
491.2340717756264,-3440.855780908827
487.52268230488727,-3442.4511623303083
482.3030300695606,-3440.6404375198017
518.764559832604,-3439.854609954221
506.54857010101426,-3439.1882310299197
524.4971725083394,-3439.421251054972
536.5542543403691,-3439.036883123458
540.1592361407454,-3439.406517147117
590.4454546622538,-3439.990402366985
508.57906969775956,-3440.076608423185
572.2804846405425,-3439.7672247873375
480.7009807816296,-3440.099562973935
572.415246165971,-3439.58710327625
539.9841067007344,-3439.451849870751
559.3695235414106,-3439.413110243772
563.5143400370488,-3440.076576731923
505.93644132027765,-3440.406554913012
541.6154972256896,-3440.2475351858448
585.8967205882403,-3440.114288867886
571.124261961356,-3439.8023933990926
496.6050062099398,-3440.2453618215773
530.7558453756387,-3439.606354520935
612.0918530164631,-3440.616997119446
493.4229075406354,-3439.641371669479
554.5377995417712,-3442.2594295641975
551.6863598487686,-3442.0252520423937
496.3110015836692,-3442.628038427432
563.7420986575121,-3443.484048881551
554.2404339837165,-3441.365404649337
514.3958418760882,-3439.2354919728896
497.67365164289413,-3439.877652649034
498.928446925393,-3439.563634042109
562.1345571952426,-3439.0151581021046
499.84306647011226,-3441.653021237451
532.7168652215506,-3440.3520106858427
526.4890343806118,-3439.653836162613
515.3065399865334,-3441.2991511100495
512.2750849860643,-3440.8088238701002
593.7354570676566,-3441.357868829081
483.78520510358834,-3442.4000945252446
514.3842459482979,-3440.6853776770095
528.8497599408499,-3438.8014383968243
520.8267125700245,-3439.06378575481
524.185786650781,-3439.055430365291
526.8000727934506,-3438.9860042787086
557.2531166439938,-3439.046065136986
587.9612550404023,-3439.9029321652647
516.6102957638046,-3438.8300371242076
560.4502480243312,-3439.6839643816616
437.94425105828674,-3443.2054134680648
626.1436215971174,-3442.206800148769
609.4201245168973,-3441.0869448947083
607.4719407520852,-3441.106010965739
610.7194707634682,-3440.688251078417
526.3847356189624,-3439.7199030640004
542.9994790887941,-3439.904972248015
504.5564786699072,-3438.9561751328656
486.5732272260577,-3439.5023910587506
488.11997444191644,-3439.440230193197
467.9931722213057,-3440.654810923781
633.7456188360815,-3442.347571073541
462.7450334834634,-3441.524828665883
569.2341704538601,-3439.3074734442853
570.6458873552871,-3439.799045520443
583.1911637232533,-3439.694839837653
559.9554675507749,-3439.060425311372
497.2245389525348,-3439.551337857402
560.9595167120879,-3439.5039571153898
558.7583283216587,-3439.811150024352
552.2183365065919,-3439.958506003337
479.64983080839136,-3440.421942292279
485.58038870263476,-3440.0447245090127
502.5968602140027,-3441.321436852573
484.84872753215257,-3440.1185962164327
532.7346734461917,-3439.0862480123274
550.9293604828756,-3439.303821306581
530.9580528531759,-3438.7752991353896
531.0963073187556,-3438.771151760447
514.8601447723333,-3439.528802867152
563.2306815927041,-3439.494537493981
513.8671511017833,-3439.1091897343513
515.8399047475959,-3440.8055924301902
626.5091508237274,-3443.5695666659935
542.2704023363603,-3439.9287279916643
564.6875320940999,-3439.525561562414
492.14986667163424,-3439.949123158367
479.8421732467196,-3440.7525282032116
560.1925801439784,-3439.5391751690468
573.3532182280762,-3440.1703946466605
506.25958522618987,-3439.3772073363107
492.6233753906963,-3439.435017274204
531.7793148194819,-3438.9727280575885
546.8450143994048,-3439.7202011375343
556.5489239190955,-3439.708387784459
591.6774709348713,-3441.7040502757322
559.4708657806985,-3439.6256788463784
569.9100643326225,-3439.818242161798
