date,operator,carbon,temp,strain,atc_ngml,iptg_um,mean_fitc,fold_change
20180312,O2,glucose,37,dilution,1.0,0.0,6891.696129437643,0.15984178509453514
20180312,O2,glucose,37,auto,0.0,25.0,3998.2736215488653,0.0
20180312,O2,glucose,37,dilution,3.0,100.0,16773.414651359453,0.866756963543845
20180312,O2,glucose,37,dilution,4.0,0.0,4563.5314894160865,0.03313399483245805
20180312,O2,glucose,37,dilution,4.0,50.0,11962.8177499671,0.5091701780827794
20180312,O2,glucose,37,dilution,1.0,25.0,15276.714901615404,0.6445618923975936
20180312,O2,glucose,37,dilution,4.0,1000.0,21556.5019669289,1.1370210912362377
20180312,O2,glucose,37,dilution,1.0,5.0,9995.04708109667,0.29884379037152453
20180312,O2,glucose,37,dilution,3.0,0.1,4594.222105906001,0.039798098504151135
20180312,O2,glucose,37,dilution,10.0,25.0,8419.080066756327,0.2526486858855721
20180312,O2,glucose,37,dilution,4.0,5.0,5248.597059178541,0.06272162584756119
20180312,O2,glucose,37,dilution,1.0,75.0,19481.07013293241,1.003720861793206
20180312,O2,glucose,37,dilution,4.0,5000.0,20364.00930836909,1.1130999212293073
20180312,O2,glucose,37,dilution,7.0,10.0,5791.869246442312,0.09361068344712849
20180312,O2,glucose,37,auto,0.0,75.0,4081.9618372992863,0.0
20180312,O2,glucose,37,auto,0.0,500.0,4003.7733542720853,0.0
20180312,O2,glucose,37,delta,0.0,5.0,24089.45839258268,1.0
20180312,O2,glucose,37,dilution,4.0,0.1,4472.5799649315595,0.03274494478591822
20180312,O2,glucose,37,dilution,3.0,25.0,9399.448892994538,0.30867667505500995
20180312,O2,glucose,37,dilution,7.0,100.0,16539.344001877995,0.851086156038244
20180312,O2,glucose,37,dilution,10.0,100.0,16443.3582741847,0.8446600028007539
20180312,O2,glucose,37,auto,0.0,10.0,4029.4734927352165,0.0
20180312,O2,glucose,37,dilution,7.0,1000.0,21021.275216453072,1.1025310175123888
20180312,O2,glucose,37,dilution,1.0,100.0,17765.800936057607,0.933196282070772
20180312,O2,glucose,37,dilution,7.0,75.0,12557.444299807088,0.5524357903109204
20180312,O2,glucose,37,dilution,1.0,10.0,10532.26622775007,0.3453996475872872
20180312,O2,glucose,37,delta,0.0,100.0,18763.630156911844,1.0
20180312,O2,glucose,37,dilution,7.0,5000.0,19456.48344500664,1.0523527666047023
20180312,O2,glucose,37,dilution,2.0,0.1,5235.5844083710335,0.07698609003511352
20180312,O2,glucose,37,auto,0.0,1000.0,3911.8860476522486,0.0
20180312,O2,glucose,37,dilution,2.0,100.0,17040.036503663454,0.8846070431394661
20180312,O2,glucose,37,dilution,7.0,25.0,7881.382858445331,0.22191933938107058
20180312,O2,glucose,37,delta,0.0,0.1,21154.334040478734,1.0
20180312,O2,glucose,37,dilution,2.0,50.0,14538.900753729851,0.6741094401623197
20180312,O2,glucose,37,auto,0.0,5000.0,3734.9676147331993,0.0
20180312,O2,glucose,37,dilution,1.0,0.1,7739.350171337604,0.2221614762884875
20180312,O2,glucose,37,dilution,10.0,10.0,5929.546197746486,0.10092347541192498
20180312,O2,glucose,37,dilution,3.0,5000.0,19975.610394067866,1.0871016220561385
20180312,O2,glucose,37,dilution,10.0,0.1,4558.25791751653,0.03771279363340142
20180312,O2,glucose,37,delta,0.0,1000.0,19430.169793903922,1.0
20180312,O2,glucose,37,dilution,3.0,1000.0,21668.05718491427,1.1442097223896226
20180312,O2,glucose,37,dilution,3.0,10.0,6552.019425551062,0.1339865057555687
20180312,O2,glucose,37,delta,0.0,5000.0,18674.36467737137,1.0
