date,operator,carbon,temp,strain,atc_ngml,iptg_um,mean_fitc,fold_change
20180312,O2,glucose,37,dilution,10.0,500.0,22855.92244731569,1.155522334143458
20180312,O2,glucose,37,dilution,3.0,5.0,5560.354459771487,0.07823065509983224
20180312,O2,glucose,37,dilution,4.0,10.0,6070.250960012812,0.10839709133066013
20180312,O2,glucose,37,dilution,2.0,75.0,16943.142730642427,0.8382976028297323
20180312,O2,glucose,37,delta,0.0,500.0,20318.60218622014,1.0
20180312,O2,glucose,37,delta,0.0,10.0,22856.339068420286,1.0
20180312,O2,glucose,37,dilution,1.0,500.0,20505.684340074862,1.0114670007133861
20180312,O2,glucose,37,dilution,2.0,250.0,20021.579405755318,0.9823372178282084
20180312,O2,glucose,37,dilution,7.0,50.0,11349.768341230778,0.46991836944634474
20180312,O2,glucose,37,delta,0.0,250.0,20310.253945247543,1.0
20180312,O2,glucose,37,dilution,2.0,25.0,11227.746378259164,0.41316370989471934
20180312,O2,glucose,37,dilution,10.0,5000.0,25820.676288441307,1.4783534155432616
20180312,O2,glucose,37,dilution,1.0,250.0,21458.859721971578,1.0702783614766433
20180312,O2,glucose,37,dilution,2.0,500.0,20678.22397289928,1.0220426331396697
20180312,O2,glucose,37,dilution,10.0,1000.0,23770.346829225076,1.2796815102939132
20180312,O2,glucose,37,dilution,10.0,250.0,21798.46244858444,1.0910572254376303
20180312,O2,glucose,37,dilution,1.0,1000.0,20852.190266916423,1.0916351638019235
20180312,O2,glucose,37,dilution,3.0,0.0,4764.931843498342,0.04409498675935466
20180312,O2,glucose,37,dilution,1.0,5000.0,19588.0828237282,1.0611616481258097
20180312,O2,glucose,37,auto,0.0,0.1,3907.8446211445385,0.0
20180312,O2,glucose,37,dilution,7.0,250.0,20310.216869792766,0.9999977315086991
20180312,O2,glucose,37,dilution,4.0,500.0,19886.920293738473,0.9735405196751841
20180312,O2,glucose,37,dilution,2.0,1000.0,20069.804417598967,1.0412181291535891
20180312,O2,glucose,37,dilution,2.0,5000.0,19617.004466323266,1.0630975791726787
20180312,O2,glucose,37,dilution,7.0,5.0,4943.732632781098,0.04755550213090819
20180312,O2,glucose,37,delta,0.0,25.0,21496.114268183785,1.0
20180312,O2,glucose,37,dilution,3.0,500.0,20380.239164801238,1.0037779727397689
20180312,O2,glucose,37,dilution,4.0,25.0,8425.07571066853,0.25299133638932764
20180312,O2,glucose,37,dilution,1.0,50.0,17796.531279518884,0.8826862500968617
20180312,O2,glucose,37,dilution,2.0,5.0,7535.0784392675805,0.1764674632875989
20180312,O2,glucose,37,auto,0.0,50.0,4010.4077219086207,0.0
20180312,O2,glucose,37,dilution,10.0,0.0,4459.1368742451305,0.027452433152417553
20180312,O2,glucose,37,auto,0.0,0.0,3954.7181323838963,0.0
20180312,O2,glucose,37,dilution,3.0,250.0,20440.815280588373,1.0079884995408313
20180312,O2,glucose,37,dilution,10.0,50.0,12307.246212702452,0.5312229521586846
20180312,O2,glucose,37,dilution,7.0,0.0,4471.847086208347,0.02814417240656534
20180312,O2,glucose,37,delta,0.0,75.0,19423.984586653838,1.0
20180312,O2,glucose,37,auto,0.0,5.0,3987.787583799179,0.0
20180312,O2,glucose,37,dilution,10.0,5.0,5275.022488495412,0.06403621454858224
20180312,O2,glucose,37,dilution,2.0,10.0,8128.5994509524135,0.21772747788199143
20180312,O2,glucose,37,dilution,2.0,0.0,4996.075466805124,0.05667472327751652
20180312,O2,glucose,37,dilution,4.0,75.0,13079.812790687602,0.5864840054266547
20180312,O2,glucose,37,dilution,7.0,500.0,20017.92140219916,0.981570092636695
20180312,O2,glucose,37,dilution,4.0,250.0,20527.18119085946,1.0132728667138766
20180312,O2,glucose,37,dilution,3.0,50.0,13145.889332587338,0.5849188839822524
20180312,O2,glucose,37,auto,0.0,100.0,3826.898313463564,0.0
20180312,O2,glucose,37,dilution,3.0,75.0,15009.107855345024,0.712236332624748
20180312,O2,glucose,37,delta,0.0,0.0,22328.999896796948,1.0
20180312,O2,glucose,37,dilution,7.0,0.1,4349.345513777786,0.025599464441633142
20180312,O2,glucose,37,auto,0.0,250.0,3966.5920756439295,0.0
20180312,O2,glucose,37,dilution,4.0,100.0,16141.672264171337,0.8244624111739289
20180312,O2,glucose,37,dilution,10.0,75.0,13048.677849699612,0.5844546158541943
20180312,O2,glucose,37,delta,0.0,50.0,19628.781244887414,1.0
