,I_1,I_2,summed,fluct
0,10008.222940257247,7566.243443940023,17574.46638419727,5963263.860433721
1,2584.77393943885,5667.488448031986,8252.262387470837,9503128.741490621
2,6934.499219924024,6993.264467673443,13927.763687597468,3453.35434305053
3,86134.05995089638,99822.24344394001,185956.30339483637,187366367.33923215
4,108185.28445130558,107262.35056822392,215447.6350195295,851806.9525401838
5,23877.7026965998,29224.355694144615,53102.058390744416,28586698.276154943
6,22819.381323748086,26304.243443940017,49123.6247676881,12144263.996748596
7,3057.196790603135,2179.8395363065683,5237.036326909703,769755.7516668104
8,119582.86568596066,108001.65656331355,227584.5222492742,134124404.74248463
9,19861.356214195264,25118.274199464176,44979.63041365944,27635186.703843758
10,26416.35056822392,24802.365945986006,51218.716514209926,2604946.3608204583
11,27917.554564950347,18644.013817610125,46561.56838256047,85998557.99257946
12,19391.05482497567,20527.814946804403,39918.86977178007,1292223.5745800794
13,29320.57046276308,34243.88158377341,63564.45204653649,24238992.394263964
14,35660.009211740085,37108.8918356148,72768.90104735488,2099260.857766074
15,40600.177327021665,49383.75395580674,89983.9312828284,77151218.39373931
16,49111.23883806998,51966.20295662513,101077.4417946951,8150820.118237395
17,48329.78471133089,39288.01433766078,87617.79904899167,81753611.49017848
18,11080.60634420793,12603.361340115966,23683.967684323896,2318782.7775628804
19,40093.24908991136,51420.356214195264,91513.60530410663,128303355.80500314
20,14570.447960717094,22366.023549400874,36936.47151011797,60770998.758882456
21,12861.003565768742,16652.850828249255,29513.854394017995,14378105.661980959
22,17753.886189643457,9973.48384216195,27727.370031805407,60534660.68869575
23,88939.83441038587,26544.157343389536,115483.99175377541,3893220516.648892
24,220853.00817163876,106000.09531229055,326853.1034839293,13191191592.277035
25,230626.2788053342,235106.10556413195,465732.38436946616,20068847.78884032
26,74019.36030001467,65304.406433300894,139323.76673331557,75950420.89894937
27,56196.64170560213,40662.356214195264,96858.9979197974,241314025.72853386
28,77168.63145376075,97235.68783888838,174404.31929264913,402686751.9638913
