strain,area_pix,mean_yfp,mean_mCherry,fold_change,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val
delta,619.0,1226.0403877221324,189.07108239095314,1.341097515308381,0.0,20181017,glycerol,37,O2,1,157.64683987212,186.54855839611722
delta,499.0,1440.112224448898,189.45490981963928,1.6106323166690815,0.0,20181017,glycerol,37,O2,1,157.64683987212,186.54855839611722
delta,300.0,1480.0466666666666,186.96666666666667,1.6609132042215862,0.0,20181017,glycerol,37,O2,1,157.64683987212,186.54855839611722
delta,697.0,1812.3142037302725,180.66714490674318,2.079266528836429,0.0,20181017,glycerol,37,O2,1,157.64683987212,186.54855839611722
delta,575.0,1330.326956521739,186.7686956521739,1.4724032491021646,0.0,20181017,glycerol,37,O2,1,157.64683987212,186.54855839611722
delta,400.0,704.455,181.28,0.6843767807085858,0.0,20181017,glycerol,37,O2,1,157.64683987212,186.54855839611722
delta,558.0,1011.8584229390681,187.0089605734767,1.071424053280156,0.0,20181017,glycerol,37,O2,1,157.64683987212,186.54855839611722
delta,746.0,743.7479892761394,180.94638069705093,0.7338500239962125,0.0,20181017,glycerol,37,O2,1,157.64683987212,186.54855839611722
delta,312.0,821.9871794871794,180.40064102564102,0.8323598743090821,0.0,20181017,glycerol,37,O2,1,157.64683987212,186.54855839611722
delta,571.0,861.4255691768826,189.3029772329247,0.8820161891870072,0.0,20181017,glycerol,37,O2,1,157.64683987212,186.54855839611722
delta,522.0,891.4233716475096,188.96360153256705,0.91978599512602,0.0,20181017,glycerol,37,O2,1,157.64683987212,186.54855839611722
delta,479.0,827.7724425887266,182.12526096033403,0.8396440167013631,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,512.0,768.025390625,181.99609375,0.7644173543380883,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,805.0,967.1167701863354,176.01863354037266,1.0150904753950392,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,757.0,1121.996036988111,187.09247027741083,1.2100967548319272,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,488.0,1018.6024590163935,179.86475409836066,1.079915373073854,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,588.0,1066.8775510204082,180.25680272108843,1.1406978540060821,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,397.0,707.5088161209068,182.20906801007555,0.6882217971018038,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,367.0,785.8555858310626,182.06539509536785,0.7868670992301389,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,758.0,734.4261213720316,179.88126649076517,0.7221129928562808,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,262.0,214.90076335877862,209.6145038167939,0.06798601232927695,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,247.0,235.14574898785426,187.72874493927125,0.0934761854576924,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,656.0,965.704268292683,186.52286585365854,1.01331201437397,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,578.0,878.9705882352941,182.2923875432526,0.9041068728522975,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,550.0,947.1163636363636,188.54727272727274,0.9899082483024556,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,530.0,1120.0377358490566,182.0622641509434,1.2076310857528454,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,507.0,893.0729783037475,188.39842209072978,0.9218629913774227,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,676.0,1150.4792899408285,186.80917159763314,1.2459596130392696,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,676.0,1285.396449704142,200.31952662721895,1.4158318877531524,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,688.0,883.0072674418604,183.71511627906978,0.9091893981612547,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,492.0,893.6646341463414,196.8089430894309,0.9226079368239877,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,702.0,1033.148148148148,191.72792022792024,1.0982296431372538,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,485.0,820.2082474226804,196.56701030927834,0.8301200462776586,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,453.0,840.6225165562914,190.42163355408388,0.8558233618561331,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,412.0,755.4611650485436,189.5097087378641,0.7485979168222433,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,401.0,1372.1845386533666,180.13715710723193,1.5251055347357836,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,837.0,981.3452807646356,194.65352449223417,1.033005390458228,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,571.0,980.7583187390543,191.39929947460595,1.0322663549298259,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,537.0,981.8864059590317,191.49906890130353,1.033686713485175,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,333.0,816.7747747747748,199.07507507507506,0.8257970097573905,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,841.0,878.4958382877527,196.87871581450653,0.9035091219535188,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,412.0,1379.6674757281553,193.6504854368932,1.5345271942538552,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,301.0,1328.7109634551496,192.49501661129568,1.47036857524285,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,654.0,1939.2324159021407,196.8302752293578,2.239067442538416,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,493.0,836.2210953346856,192.86612576064908,0.8502815950697598,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,365.0,926.7917808219178,196.34520547945206,0.9643178554913594,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,559.0,1165.3524150268336,195.54025044722718,1.264686153050163,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,301.0,1115.0265780730897,195.8372093023256,1.2013216083531801,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,639.0,1512.0234741784038,190.42097026604068,1.7011747472279475,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,405.0,914.6691358024691,185.40493827160495,0.9490544057669855,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,527.0,1128.6318785578749,183.32258064516128,1.2184518484617834,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,286.0,843.3636363636364,193.97552447552448,0.8592746667735641,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,527.0,1166.0872865275142,196.2201138519924,1.265611419292515,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,367.0,1225.9264305177112,198.08174386920982,1.3409540334149805,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,816.0,2231.7757352941176,212.57720588235293,2.60740457033332,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,709.0,1064.0916784203102,195.7108603667137,1.13719020148455,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,806.0,825.0124069478908,192.16129032258064,0.8361688951273343,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,778.0,788.6375321336761,191.073264781491,0.7903698082064164,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,769.0,750.9388816644994,192.80624187256177,0.7429039742081529,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,450.0,1230.9733333333334,181.57555555555555,1.3473085168850865,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,476.0,1032.4516806722688,192.44747899159663,1.0973527308556774,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,772.0,1873.961139896373,184.60492227979276,2.1568853083456356,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,671.0,821.3934426229508,184.9090909090909,0.8316123086778091,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,651.0,980.752688172043,204.07834101382488,1.0322592655630782,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,729.0,1659.7229080932784,176.24279835390948,1.887141001313701,0.0,20181017,glycerol,37,O2,1,159.5923310103498,188.62489695362942
delta,525.0,811.9619047619047,183.86285714285714,0.8197371936567348,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,315.0,1000.4603174603175,184.56825396825397,1.0570728609744413,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,558.0,378.14874551971326,207.19713261648747,0.2735292221091051,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,445.0,1184.676404494382,187.5505617977528,1.2890167130260644,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,511.0,1212.747553816047,187.43248532289627,1.324360697419671,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,528.0,1235.9109848484848,181.4034090909091,1.3535254435984467,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,486.0,1222.351851851852,181.48559670781893,1.336453332316777,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,712.0,671.8834269662922,179.93960674157304,0.6433663769026361,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,615.0,603.8504065040651,191.02764227642277,0.5577069695904077,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,479.0,836.8559498956158,187.2526096033403,0.851080931407457,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,495.0,923.410101010101,187.4848484848485,0.9600600305935104,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,889.0,795.2643419572554,192.1721034870641,0.7987135300932583,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,919.0,1220.6855277475518,197.47116430903156,1.334355287364566,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,414.0,1099.376811594203,200.17149758454107,1.181617210223444,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,443.0,731.4221218961625,201.70654627539503,0.7183306998914689,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,409.0,778.1662591687042,197.94865525672373,0.7771855775212292,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,832.0,1425.311298076923,188.80048076923077,1.5919966810309545,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,761.0,998.107752956636,192.55059132720106,1.054110780507045,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,587.0,875.6098807495741,193.64565587734242,0.8998754539116027,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,663.0,691.5022624434389,183.69381598793365,0.6680681732907822,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,760.0,1251.4684210526316,183.72763157894738,1.3731135899939888,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,890.0,767.8494382022471,192.67191011235954,0.7641958151480631,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,781.0,895.2202304737516,193.03072983354673,0.9245665660090174,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,311.0,903.572347266881,191.13183279742765,0.9350825973338239,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,301.0,733.0099667774086,194.48172757475083,0.7203299327714322,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,779.0,788.7483953786906,195.51604621309372,0.7905093945395841,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,732.0,1255.301912568306,208.26639344262296,1.377940284574622,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,460.0,1376.0695652173913,192.7195652173913,1.5299971163619646,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,489.0,1248.0552147239264,192.85276073619633,1.3688160705076453,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,784.0,621.3456632653061,193.7283163265306,0.5797349982559177,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,670.0,754.7358208955224,196.30447761194029,0.7476846463276651,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,628.0,867.7579617834394,190.70541401273886,0.889989214548231,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,752.0,757.4667553191489,188.77925531914894,0.7511231269734906,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,487.0,1049.505133470226,193.44147843942505,1.1188244904420555,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,453.0,985.7991169977925,194.64900662251657,1.0386131522392847,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,790.0,1033.2797468354431,189.23291139240507,1.098395337170536,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,732.0,163.9193989071038,273.6748633879781,0.003796102293990344,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,317.0,162.993690851735,289.1009463722398,0.0026305564630350214,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,445.0,162.62022471910112,259.0696629213483,0.002160330573382346,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,797.0,1184.552070263488,194.93224592220827,1.288860165566395,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,710.0,949.3943661971831,195.83661971830986,0.9927764488893143,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,291.0,892.3642611683849,188.786941580756,0.9209706557240191,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,619.0,872.6494345718902,189.9903069466882,0.8961479982843613,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,502.0,1091.2828685258964,190.0378486055777,1.171426241759314,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,817.0,1831.5177478580172,189.83965728274174,2.103445437800057,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,616.0,1259.8344155844156,190.00162337662337,1.3836470945819241,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,510.0,883.6627450980392,190.02941176470588,0.9100147007445177,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,525.0,1045.1638095238095,190.07238095238094,1.1133583912791218,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,497.0,983.5935613682093,189.8148893360161,1.0358361685519424,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,391.0,884.690537084399,189.25575447570333,0.9113087789993666,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,333.0,1048.3933933933934,187.81981981981983,1.1174247143418659,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,733.0,913.9413369713507,188.4542974079127,0.9481380446221683,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,700.0,670.9471428571428,175.61714285714285,0.6421875149129627,0.0,20181017,glycerol,37,O2,1,161.9365071296595,188.40783005473523
delta,489.0,630.0388548057259,182.3844580777096,0.5906804719383257,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,589.0,205.95246179966045,184.69949066213923,0.05671933325494825,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,362.0,200.939226519337,188.94198895027625,0.05040724009913011,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,432.0,696.2569444444445,182.5810185185185,0.6740547256942636,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,543.0,795.8011049723757,185.79189686924494,0.7993893607623944,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,465.0,960.3591397849463,184.1440860215054,1.006582039181488,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,617.0,643.4084278768233,182.84764991896273,0.6075139110169799,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,667.0,861.95952023988,178.63868065967017,0.8826884793672659,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,716.0,1182.217877094972,189.31703910614524,1.2859212161855078,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,436.0,691.5711009174312,179.73853211009174,0.6681548468331647,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,506.0,637.3715415019763,183.59486166007906,0.5999129533442601,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,461.0,967.9219088937093,176.7527114967462,1.0161042140767735,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,433.0,1310.443418013857,177.3163972286374,1.4473681688972413,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,485.0,1224.0721649484535,177.62474226804125,1.3386193540404219,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,422.0,1078.9905213270142,178.81516587677726,1.1559491224372784,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,310.0,879.174193548387,188.59032258064516,0.904363229402788,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,559.0,1130.2254025044722,189.22898032200357,1.2204582317720636,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,753.0,1272.758300132802,183.8738379814077,1.3999193735879856,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,271.0,916.6863468634687,189.60147601476015,0.9515942474899445,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,561.0,1129.3065953654188,191.86631016042782,1.219301374786576,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,577.0,1083.8734835355285,200.64298093587522,1.1620971906233966,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,661.0,1091.6036308623297,184.25264750378216,1.1718301090496428,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,552.0,1347.0398550724638,188.2572463768116,1.4934462216851523,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,428.0,1200.7546728971963,189.0467289719626,1.3092606318265927,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,391.0,1128.918158567775,191.04859335038364,1.218812299545783,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,429.0,1227.8298368298367,191.4801864801865,1.3433505851991476,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,824.0,785.7839805825242,192.87257281553397,0.7867769420813225,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,334.0,698.1826347305389,193.29341317365268,0.6764793349127439,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,375.0,207.208,197.672,0.058300163524841374,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,287.0,195.69686411149826,199.32404181184668,0.04380665623969825,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,676.0,740.2677514792899,187.90384615384616,0.7294681061428187,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,417.0,661.074340527578,193.13908872901678,0.629756810082933,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,413.0,583.5108958837773,191.20338983050848,0.5320977813915395,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,928.0,1038.0581896551723,186.63685344827587,1.104411806482532,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,691.0,1420.753979739508,188.42257597684514,1.5862586264059526,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,912.0,652.436403508772,193.04495614035088,0.6188809065818957,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,374.0,1065.1844919786097,183.93582887700535,1.1385661474747575,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,448.0,1353.205357142857,183.88616071428572,1.5012091175487194,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,344.0,1371.764534883721,184.7122093023256,1.524576713970039,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,560.0,2140.0696428571428,184.87142857142857,2.4919387351888527,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,475.0,748.6252631578948,188.49894736842106,0.7399909300911071,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,548.0,1198.5748175182482,193.63686131386862,1.3065160069588677,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,330.0,1322.5969696969696,193.38181818181818,1.462670532761741,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,446.0,749.5852017937219,188.73318385650225,0.7411995751584932,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,912.0,1255.6217105263158,191.9155701754386,1.3783429376298098,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,439.0,1274.5170842824602,190.127562642369,1.402133833666728,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,463.0,1551.7710583153348,189.3477321814255,1.751220364431623,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,617.0,2465.0534846029173,187.54294975688816,2.9011212627447187,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,564.0,1130.549645390071,183.67021276595744,1.2208664813722856,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,912.0,820.2160087719299,183.05372807017545,0.8301298184819813,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,419.0,753.5942720763724,183.57517899761336,0.7462473384644834,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,498.0,917.9979919678715,182.33534136546186,0.9532457211638132,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,543.0,707.9355432780848,193.03499079189686,0.688759083189053,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,524.0,702.3015267175573,188.45801526717557,0.6816653731629045,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,630.0,698.6904761904761,187.57301587301586,0.6771187508635755,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
delta,564.0,627.063829787234,192.2287234042553,0.5869346603002175,0.0,20181017,glycerol,37,O2,1,161.30151900153004,186.51591491921113
