alpha,log_prob
2.414509357987019,-44704.09837906037
2.4145093573325718,-44703.682381971754
2.41450935770433,-44703.93938985207
2.414509357223756,-44703.59269416547
2.414509358118277,-44704.164400303445
2.4145093578145236,-44704.00440438315
2.4145093614829256,-44705.13407400553
2.4145093608395665,-44705.007754364335
2.4145093626994676,-44705.33647878706
2.414509362711165,-44705.338238855176
2.414509361690374,-44705.17162020029
2.4145093577492283,-44703.96639236339
2.4145093592524933,-44704.60394101413
2.4145093572557754,-44703.61993071948
2.4145093570618705,-44703.44233666879
2.4145093560868323,-44699.654571210456
2.4145093560868323,-44699.654571210456
2.414509356036766,-44699.850390252905
2.414509356036766,-44699.850390252905
2.4145093560836206,-44699.501219920836
2.4145093560261452,-44700.17720699315
2.4145093559591007,-44701.19238917563
2.4145093559776236,-44700.99859360203
2.4145093559876076,-44700.876125065566
2.4145093558399164,-44701.95019219576
2.41450935579966,-44702.115248432914
2.414509355801179,-44702.109491602256
2.414509355519441,-44702.83754847322
2.4145093555481165,-44702.783474403775
2.414509355470663,-44702.92330343015
2.4145093554427293,-44702.96929253769
2.4145093555310613,-44702.815986793
2.4145093554633266,-44702.93558809277
2.414509355464427,-44702.933755273596
2.4145093555267865,-44702.82397286872
2.4145093557977537,-44702.122427273025
2.414509355772269,-44702.21376090305
2.4145093563664712,-44702.2482173176
2.4145093563959703,-44702.34134492121
2.4145093564802593,-44702.56774700178
2.41450935570966,-44702.40804571509
2.414509355704877,-44702.42144690877
2.414509355632084,-44702.605907047175
2.4145093559226067,-44701.49033976251
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509356074726,-44698.88689231963
2.414509355991962,-44700.817630843936
2.4145093560231863,-44700.252008443706
2.4145093560231863,-44700.252008443706
2.4145093560204223,-44700.31716485346
2.4145093562232707,-44701.60613238552
2.414509356572112,-44702.767235512074
2.414509356384762,-44702.30697399254
2.4145093552059884,-44703.29206185316
2.4145093557385655,-44702.323007877814
2.414509353829462,-44704.24921252245
2.414509354506459,-44703.88825851736
2.41450935572393,-44702.36696828756
2.4145093557773967,-44702.196043079646
2.4145093557733075,-44702.21019841003
2.414509355776379,-44702.1995857779
2.414509356761992,-44703.08484969381
2.414509356464283,-44702.52858872063
2.414509356440281,-44702.46671738321
2.4145093564179234,-44702.40542345438
2.4145093564010542,-44702.3565543517
2.4145093561406794,-44700.873527003336
2.4145093561483764,-44700.96946584831
2.4145093561349067,-44700.79499888662
2.4145093561312434,-44700.741764555656
2.4145093561336988,-44700.77775820405
2.4145093561069078,-44700.29045207495
2.4145093560918687,-44699.855831252615
2.4145093560918687,-44699.855831252615
2.4145093560918687,-44699.855831252615
2.4145093560918687,-44699.855831252615
2.4145093560950257,-44699.96403240603
2.414509356034192,-44699.93993461977
2.414509356034192,-44699.93993461977
2.414509356089679,-44699.77324609752
2.414509356089679,-44699.77324609752
2.414509356089679,-44699.77324609752
2.414509356089679,-44699.77324609752
2.4145093560927084,-44699.88578234534
2.4145093560927084,-44699.88578234534
2.4145093560927084,-44699.88578234534
2.4145093560927084,-44699.88578234534
2.4145093561217386,-44700.588776100354
2.4145093561217386,-44700.588776100354
2.4145093561504707,-44700.994056005875
2.4145093561663904,-44701.16347879384
2.4145093560500452,-44699.190094796795
2.4145093560500452,-44699.190094796795
2.4145093560500452,-44699.190094796795
2.4145093560500452,-44699.190094796795
2.4145093560980047,-44700.05640173795
2.4145093560980047,-44700.05640173795
2.414509356081792,-44699.40208970778
2.4145093560498494,-44699.20380723843
2.4145093560498494,-44699.20380723843
2.4145093562147832,-44701.55128460468
2.414509355789422,-44702.15321452555
2.4145093557230504,-44702.36955023808
2.4145093560803574,-44699.3168142503
2.4145093560803574,-44699.3168142503
2.4145093560803574,-44699.3168142503
2.4145093560803574,-44699.3168142503
2.4145093559630357,-44701.1542424759
2.4145093559678243,-44701.10577099672
2.4145093559300257,-44701.436538380476
2.4145093559228323,-44701.48874639612
2.4145093560215685,-44700.29065892164
2.4145093560171578,-44700.389018457376
2.4145093560171578,-44700.389018457376
2.4145093559621396,-44701.16305907878
2.4145093562936357,-44701.97247955563
2.4145093566887974,-44702.97403711313
