parameter,value,well_id,carbon,strain
time of max df stderr,0.47943612713269995,18,glucose,delta
time of max df std,4.794361271326999,18,glucose,delta
time of max df,254.87666666666672,18,glucose,delta
max df stderr,5.928475741959175e-06,18,glucose,delta
max df std,5.928475741959175e-05,18,glucose,delta
max df,0.01051862115156182,18,glucose,delta
lag time std,0.9761132675807401,18,glucose,delta
max y stderr,0.0001310183182009018,18,glucose,delta
inverse max df,65.10747412524992,19,glucose,delta
lag time std,1.0061884279984445,19,glucose,delta
lag time stderr,0.10061884279984445,19,glucose,delta
max df std,5.602217012857731e-05,19,glucose,delta
max df stderr,5.602217012857731e-06,19,glucose,delta
time of max df,253.68666666666664,19,glucose,delta
time of max df std,5.193226357477618,19,glucose,delta
time of max df stderr,0.5193226357477618,19,glucose,delta
max df,0.0106464947233527,19,glucose,delta
inverse max df std,0.3427143689768013,19,glucose,delta
inverse max df stderr,0.03427143689768013,19,glucose,delta
max y,0.18355008161906938,19,glucose,delta
max y std,0.0014185832851287168,19,glucose,delta
max y stderr,0.0001418583285128717,19,glucose,delta
lag time,157.56694170606033,19,glucose,delta
max df,0.010406872844693467,20,glucose,delta
max df std,5.0458709408819344e-05,20,glucose,delta
max df stderr,5.045870940881934e-06,20,glucose,delta
time of max df,259.2866666666667,20,glucose,delta
time of max df std,4.506173543040716,20,glucose,delta
inverse max df,66.60631880471718,20,glucose,delta
max y std,0.001312806440752943,20,glucose,delta
inverse max df std,0.3232373933656688,20,glucose,delta
inverse max df stderr,0.03232373933656688,20,glucose,delta
max y,0.1838194124124045,20,glucose,delta
lag time std,1.0810210340961255,20,glucose,delta
time of max df stderr,0.45061735430407157,20,glucose,delta
lag time stderr,0.10810210340961254,20,glucose,delta
lag time,158.58602917577213,20,glucose,delta
max y stderr,0.0001312806440752943,20,glucose,delta
max y stderr,0.00022097116881063093,21,glucose,delta
max y std,0.0022097116881063094,21,glucose,delta
max y,0.18242165054612905,21,glucose,delta
inverse max df stderr,0.25716019167443754,21,glucose,delta
inverse max df std,2.5716019167443753,21,glucose,delta
time of max df stderr,6.489943836428789,21,glucose,delta
time of max df std,64.89943836428789,21,glucose,delta
time of max df,211.8966666666667,21,glucose,delta
max df stderr,4.159211991285807e-05,21,glucose,delta
max df std,0.0004159211991285807,21,glucose,delta
max df,0.010307441728936058,21,glucose,delta
lag time,154.75849753701326,21,glucose,delta
inverse max df,67.35087524209875,21,glucose,delta
lag time stderr,0.19593051144499046,21,glucose,delta
lag time std,1.9593051144499045,21,glucose,delta
lag time stderr,0.11119631538228765,22,glucose,delta
lag time std,1.1119631538228765,22,glucose,delta
lag time,157.50037254177957,22,glucose,delta
max y stderr,0.00013597409283164143,22,glucose,delta
max y std,0.0013597409283164143,22,glucose,delta
max y,0.17022627539764434,22,glucose,delta
inverse max df stderr,0.043206785096744374,22,glucose,delta
inverse max df std,0.43206785096744377,22,glucose,delta
time of max df stderr,0.5636630198975279,22,glucose,delta
time of max df std,5.636630198975279,22,glucose,delta
time of max df,247.94666666666663,22,glucose,delta
max df std,6.207924353387425e-05,22,glucose,delta
max df,0.009982110225074637,22,glucose,delta
inverse max df,69.44162970898253,22,glucose,delta
max df stderr,6.2079243533874244e-06,22,glucose,delta
lag time stderr,0.32253672316359105,55,glucose,delta
lag time std,3.2253672316359108,55,glucose,delta
lag time,156.1740202435779,55,glucose,delta
max y stderr,0.00022427036976294443,55,glucose,delta
max y std,0.002242703697629444,55,glucose,delta
max df std,0.0005082950767504148,55,glucose,delta
inverse max df stderr,0.27230025269523817,55,glucose,delta
max df,0.011058509285240664,55,glucose,delta
inverse max df,62.804999761686524,55,glucose,delta
time of max df stderr,7.85216556116846,55,glucose,delta
time of max df std,78.52165561168461,55,glucose,delta
time of max df,233.52666666666673,55,glucose,delta
max df stderr,5.082950767504148e-05,55,glucose,delta
inverse max df std,2.7230025269523814,55,glucose,delta
max y,0.1839679526839806,55,glucose,delta
lag time,155.1707641629002,56,glucose,delta
inverse max df std,3.313229789404991,56,glucose,delta
max y stderr,0.0002783241368752283,56,glucose,delta
max y std,0.002783241368752283,56,glucose,delta
max y,0.17907077206034924,56,glucose,delta
inverse max df stderr,0.3313229789404991,56,glucose,delta
inverse max df,62.92151821355064,56,glucose,delta
time of max df std,74.16073017439892,56,glucose,delta
time of max df,211.47666666666672,56,glucose,delta
max df stderr,6.412741564032196e-05,56,glucose,delta
max df std,0.0006412741564032195,56,glucose,delta
max df,0.011049675596170174,56,glucose,delta
lag time std,2.933102015384672,56,glucose,delta
time of max df stderr,7.416073017439892,56,glucose,delta
lag time stderr,0.2933102015384672,56,glucose,delta
lag time std,1.1119699012190487,57,glucose,delta
lag time stderr,0.11119699012190487,57,glucose,delta
lag time,153.68589426652397,57,glucose,delta
max y stderr,0.00023463184979347407,57,glucose,delta
max y std,0.0023463184979347408,57,glucose,delta
max y,0.17778642692600946,57,glucose,delta
inverse max df std,2.9156717737545703,57,glucose,delta
inverse max df,63.158431906383086,57,glucose,delta
inverse max df stderr,0.291567177375457,57,glucose,delta
time of max df std,46.772573159919276,57,glucose,delta
time of max df,178.0866666666667,57,glucose,delta
max df stderr,5.2098221787291896e-05,57,glucose,delta
max df std,0.0005209822178729189,57,glucose,delta
max df,0.010998758694503043,57,glucose,delta
time of max df stderr,4.677257315991928,57,glucose,delta
time of max df std,38.94919768108196,58,glucose,delta
max df,0.009954893046060261,58,glucose,delta
max df std,0.00014094485216262944,58,glucose,delta
max df stderr,1.4094485216262944e-05,58,glucose,delta
time of max df,291.76666666666665,58,glucose,delta
time of max df stderr,3.8949197681081964,58,glucose,delta
lag time stderr,0.3024359320558871,58,glucose,delta
inverse max df std,0.9621071671435735,58,glucose,delta
inverse max df stderr,0.09621071671435735,58,glucose,delta
max y,0.1787145441495057,58,glucose,delta
max y std,0.0022877743081589994,58,glucose,delta
max y stderr,0.00022877743081589993,58,glucose,delta
lag time std,3.024359320558871,58,glucose,delta
inverse max df,69.64240716753815,58,glucose,delta
lag time,160.9969611215839,58,glucose,delta
